GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,GEOID,NAME_E,totPop,nonhisp_total,nonhisp_white,nonhisp_black,nonhisp_native,nonhisp_asian,nonhisp_islander,nonhisp_other,nonhisp_multiracial,AMP3E010,AMP3E011,hisp_total,hisp_white,hisp_black,hisp_native,hisp_asian,hisp_islander,hisp_other,hisp_multiracial,AMP3E020,AMP3E021,median_household_income
G1200990007764,2016-2020,FL,Florida,12,Palm Beach County,099,007764,NA,14000US12099007764,"Census Tract 77.64, Palm Beach County, Florida",1826,1492,1345,112,0,29,0,6,0,0,0,334,196,0,0,0,0,17,121,90,31,82607
G1200990007766,2016-2020,FL,Florida,12,Palm Beach County,099,007766,NA,14000US12099007766,"Census Tract 77.66, Palm Beach County, Florida",3695,2321,2099,154,9,14,0,0,45,11,34,1374,766,44,8,0,0,126,430,400,30,48721
G1200990007767,2016-2020,FL,Florida,12,Palm Beach County,099,007767,NA,14000US12099007767,"Census Tract 77.67, Palm Beach County, Florida",3979,3015,1578,732,0,475,0,79,151,0,151,964,646,23,0,0,0,77,218,209,9,46533
G1200990007768,2016-2020,FL,Florida,12,Palm Beach County,099,007768,NA,14000US12099007768,"Census Tract 77.68, Palm Beach County, Florida",1582,1207,1070,78,0,59,0,0,0,0,0,375,123,0,0,0,0,252,0,0,0,63468
G1200990007769,2016-2020,FL,Florida,12,Palm Beach County,099,007769,NA,14000US12099007769,"Census Tract 77.69, Palm Beach County, Florida",1471,1203,1069,38,0,19,0,55,22,0,22,268,170,0,0,0,0,75,23,23,0,37888
G1200990007770,2016-2020,FL,Florida,12,Palm Beach County,099,007770,NA,14000US12099007770,"Census Tract 77.70, Palm Beach County, Florida",3725,3068,2525,441,0,102,0,0,0,0,0,657,577,69,0,0,0,0,11,11,0,163026
G1200990007771,2016-2020,FL,Florida,12,Palm Beach County,099,007771,NA,14000US12099007771,"Census Tract 77.71, Palm Beach County, Florida",3909,2966,2075,594,0,222,0,34,41,0,41,943,769,0,0,0,0,39,135,0,135,105640
G1200990007772,2016-2020,FL,Florida,12,Palm Beach County,099,007772,NA,14000US12099007772,"Census Tract 77.72, Palm Beach County, Florida",6365,5864,4895,612,0,167,0,26,164,27,137,501,466,0,0,0,0,0,35,0,35,117716
G1200990007773,2016-2020,FL,Florida,12,Palm Beach County,099,007773,NA,14000US12099007773,"Census Tract 77.73, Palm Beach County, Florida",6415,5363,4771,15,0,104,0,147,326,0,326,1052,506,0,0,0,0,546,0,0,0,123877
G1200990007774,2016-2020,FL,Florida,12,Palm Beach County,099,007774,NA,14000US12099007774,"Census Tract 77.74, Palm Beach County, Florida",6624,5591,5161,70,0,141,0,140,79,0,79,1033,547,0,0,0,0,486,0,0,0,157670
G1200990007775,2016-2020,FL,Florida,12,Palm Beach County,099,007775,NA,14000US12099007775,"Census Tract 77.75, Palm Beach County, Florida",8407,5475,4055,650,23,516,0,12,219,0,219,2932,2675,0,0,0,0,214,43,43,0,120189
G1200990007776,2016-2020,FL,Florida,12,Palm Beach County,099,007776,NA,14000US12099007776,"Census Tract 77.76, Palm Beach County, Florida",1265,938,848,13,0,54,0,0,23,0,23,327,222,0,0,0,0,21,84,40,44,98250
G1200990007777,2016-2020,FL,Florida,12,Palm Beach County,099,007777,NA,14000US12099007777,"Census Tract 77.77, Palm Beach County, Florida",4581,3281,2655,129,0,128,0,22,347,26,321,1300,998,6,1,0,0,182,113,113,0,109364
G1200990007778,2016-2020,FL,Florida,12,Palm Beach County,099,007778,NA,14000US12099007778,"Census Tract 77.78, Palm Beach County, Florida",7816,6557,5264,722,0,416,0,13,142,20,122,1259,655,20,0,0,0,41,543,543,0,129969
G1200990007779,2016-2020,FL,Florida,12,Palm Beach County,099,007779,NA,14000US12099007779,"Census Tract 77.79, Palm Beach County, Florida",4169,3477,2751,681,0,0,0,0,45,0,45,692,480,97,18,14,0,0,83,21,62,77365
G1200990007780,2016-2020,FL,Florida,12,Palm Beach County,099,007780,NA,14000US12099007780,"Census Tract 77.80, Palm Beach County, Florida",1338,1296,954,2,0,340,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,NA
G1200990007805,2016-2020,FL,Florida,12,Palm Beach County,099,007805,NA,14000US12099007805,"Census Tract 78.05, Palm Beach County, Florida",6363,5554,5148,54,44,153,0,0,155,31,124,809,716,0,0,0,0,63,30,30,0,139323
G1200990007812,2016-2020,FL,Florida,12,Palm Beach County,099,007812,NA,14000US12099007812,"Census Tract 78.12, Palm Beach County, Florida",5318,4188,2694,1206,0,277,0,0,11,0,11,1130,1069,0,0,0,0,61,0,0,0,58775
G1200990007813,2016-2020,FL,Florida,12,Palm Beach County,099,007813,NA,14000US12099007813,"Census Tract 78.13, Palm Beach County, Florida",7809,5953,2972,2657,11,224,0,19,70,0,70,1856,1386,74,0,0,0,162,234,234,0,78029
G1200990007814,2016-2020,FL,Florida,12,Palm Beach County,099,007814,NA,14000US12099007814,"Census Tract 78.14, Palm Beach County, Florida",2458,2341,2183,16,0,142,0,0,0,0,0,117,96,0,0,0,0,11,10,0,10,141964
G1200990007818,2016-2020,FL,Florida,12,Palm Beach County,099,007818,NA,14000US12099007818,"Census Tract 78.18, Palm Beach County, Florida",1850,1625,993,562,0,18,0,9,43,7,36,225,164,25,0,0,0,9,27,26,1,122386
G1200990007820,2016-2020,FL,Florida,12,Palm Beach County,099,007820,NA,14000US12099007820,"Census Tract 78.20, Palm Beach County, Florida",2925,2279,1567,650,0,28,0,0,34,8,26,646,555,28,0,0,0,23,40,40,0,82632
G1200990007821,2016-2020,FL,Florida,12,Palm Beach County,099,007821,NA,14000US12099007821,"Census Tract 78.21, Palm Beach County, Florida",2738,2249,2041,105,0,56,0,33,14,0,14,489,374,3,0,0,0,96,16,16,0,82411
G1200990007823,2016-2020,FL,Florida,12,Palm Beach County,099,007823,NA,14000US12099007823,"Census Tract 78.23, Palm Beach County, Florida",4291,3889,3759,32,0,75,0,0,23,0,23,402,318,9,0,0,0,0,75,75,0,110469
G1200990007830,2016-2020,FL,Florida,12,Palm Beach County,099,007830,NA,14000US12099007830,"Census Tract 78.30, Palm Beach County, Florida",3280,3044,3044,0,0,0,0,0,0,0,0,236,206,0,0,0,0,30,0,0,0,84757
G1200990007831,2016-2020,FL,Florida,12,Palm Beach County,099,007831,NA,14000US12099007831,"Census Tract 78.31, Palm Beach County, Florida",3217,2911,2370,393,0,103,0,0,45,9,36,306,235,11,0,32,0,2,26,3,23,89483
G1200990007832,2016-2020,FL,Florida,12,Palm Beach County,099,007832,NA,14000US12099007832,"Census Tract 78.32, Palm Beach County, Florida",2852,2129,1050,816,22,57,0,50,134,25,109,723,429,11,0,0,0,120,163,51,112,36023
G1200990007833,2016-2020,FL,Florida,12,Palm Beach County,099,007833,NA,14000US12099007833,"Census Tract 78.33, Palm Beach County, Florida",6170,4980,997,3054,0,765,0,14,150,0,150,1190,1008,0,0,0,0,120,62,62,0,43953
G1200990007834,2016-2020,FL,Florida,12,Palm Beach County,099,007834,NA,14000US12099007834,"Census Tract 78.34, Palm Beach County, Florida",1368,1335,1319,0,0,9,0,0,7,0,7,33,25,0,0,0,0,0,8,8,0,111458
G1200990007835,2016-2020,FL,Florida,12,Palm Beach County,099,007835,NA,14000US12099007835,"Census Tract 78.35, Palm Beach County, Florida",4282,4151,3869,74,0,196,0,0,12,0,12,131,107,0,0,0,0,0,24,0,24,208414
G1200990007837,2016-2020,FL,Florida,12,Palm Beach County,099,007837,NA,14000US12099007837,"Census Tract 78.37, Palm Beach County, Florida",6230,5467,3484,1581,0,173,0,0,229,164,65,763,629,35,0,2,0,26,71,46,25,63241
G1200990007838,2016-2020,FL,Florida,12,Palm Beach County,099,007838,NA,14000US12099007838,"Census Tract 78.38, Palm Beach County, Florida",8617,6189,3907,1620,0,555,0,0,107,0,107,2428,1440,0,0,0,0,44,944,944,0,92360
G1200990007840,2016-2020,FL,Florida,12,Palm Beach County,099,007840,NA,14000US12099007840,"Census Tract 78.40, Palm Beach County, Florida",1795,1354,1084,103,0,100,0,0,67,0,67,441,441,0,0,0,0,0,0,0,0,86806
G1200990007841,2016-2020,FL,Florida,12,Palm Beach County,099,007841,NA,14000US12099007841,"Census Tract 78.41, Palm Beach County, Florida",6931,4644,2675,1445,0,80,0,164,280,0,280,2287,1587,11,22,0,0,371,296,280,16,71132
G1200990007842,2016-2020,FL,Florida,12,Palm Beach County,099,007842,NA,14000US12099007842,"Census Tract 78.42, Palm Beach County, Florida",2831,2236,1537,285,0,365,0,49,0,0,0,595,589,0,0,6,0,0,0,0,0,89943
G1200990007843,2016-2020,FL,Florida,12,Palm Beach County,099,007843,NA,14000US12099007843,"Census Tract 78.43, Palm Beach County, Florida",5294,4593,1660,2515,0,285,0,26,107,0,107,701,669,0,0,32,0,0,0,0,0,67253
G1200990007844,2016-2020,FL,Florida,12,Palm Beach County,099,007844,NA,14000US12099007844,"Census Tract 78.44, Palm Beach County, Florida",4432,3570,2632,815,0,119,0,0,4,0,4,862,755,45,0,0,0,0,62,62,0,103141
G1200990007845,2016-2020,FL,Florida,12,Palm Beach County,099,007845,NA,14000US12099007845,"Census Tract 78.45, Palm Beach County, Florida",2546,2478,2427,18,5,3,0,20,5,0,5,68,68,0,0,0,0,0,0,0,0,84538
G1200990007846,2016-2020,FL,Florida,12,Palm Beach County,099,007846,NA,14000US12099007846,"Census Tract 78.46, Palm Beach County, Florida",711,687,674,0,0,6,0,0,7,0,7,24,24,0,0,0,0,0,0,0,0,84107
G1200990007847,2016-2020,FL,Florida,12,Palm Beach County,099,007847,NA,14000US12099007847,"Census Tract 78.47, Palm Beach County, Florida",8479,7381,7068,171,0,31,0,6,105,98,7,1098,593,0,0,0,0,0,505,505,0,126094
G1200990007848,2016-2020,FL,Florida,12,Palm Beach County,099,007848,NA,14000US12099007848,"Census Tract 78.48, Palm Beach County, Florida",3182,2380,2001,286,0,13,0,0,80,15,65,802,656,0,0,0,0,16,130,130,0,105945
G1200990007849,2016-2020,FL,Florida,12,Palm Beach County,099,007849,NA,14000US12099007849,"Census Tract 78.49, Palm Beach County, Florida",295,106,71,35,0,0,0,0,0,0,0,189,55,0,0,0,0,0,134,134,0,151131
G1200990007850,2016-2020,FL,Florida,12,Palm Beach County,099,007850,NA,14000US12099007850,"Census Tract 78.50, Palm Beach County, Florida",878,408,177,151,0,0,0,0,80,17,63,470,210,0,0,0,0,50,210,202,8,102769
G1200990007851,2016-2020,FL,Florida,12,Palm Beach County,099,007851,NA,14000US12099007851,"Census Tract 78.51, Palm Beach County, Florida",3521,2632,2189,250,0,62,0,19,112,0,112,889,621,0,0,0,0,207,61,18,43,88276
G1200990007852,2016-2020,FL,Florida,12,Palm Beach County,099,007852,NA,14000US12099007852,"Census Tract 78.52, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990007853,2016-2020,FL,Florida,12,Palm Beach County,099,007853,NA,14000US12099007853,"Census Tract 78.53, Palm Beach County, Florida",2038,1446,1286,44,0,105,0,0,11,11,0,592,571,0,0,0,0,21,0,0,0,117188
G1200990007909,2016-2020,FL,Florida,12,Palm Beach County,099,007909,NA,14000US12099007909,"Census Tract 79.09, Palm Beach County, Florida",4136,4010,3514,249,0,200,0,0,47,32,15,126,126,0,0,0,0,0,0,0,0,114462
G1200990007913,2016-2020,FL,Florida,12,Palm Beach County,099,007913,NA,14000US12099007913,"Census Tract 79.13, Palm Beach County, Florida",2693,1804,1084,647,0,0,0,0,73,11,62,889,472,0,0,21,0,353,43,43,0,87299
G1200990007914,2016-2020,FL,Florida,12,Palm Beach County,099,007914,NA,14000US12099007914,"Census Tract 79.14, Palm Beach County, Florida",5648,4763,4106,476,0,19,0,0,162,0,162,885,659,24,0,0,0,195,7,7,0,74533
G1200990007915,2016-2020,FL,Florida,12,Palm Beach County,099,007915,NA,14000US12099007915,"Census Tract 79.15, Palm Beach County, Florida",1262,1219,625,594,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,87049
G1200990007916,2016-2020,FL,Florida,12,Palm Beach County,099,007916,NA,14000US12099007916,"Census Tract 79.16, Palm Beach County, Florida",4011,3340,2804,298,0,79,0,0,159,0,159,671,440,17,60,0,0,124,30,30,0,92955
G1200990007917,2016-2020,FL,Florida,12,Palm Beach County,099,007917,NA,14000US12099007917,"Census Tract 79.17, Palm Beach County, Florida",4929,4035,2909,1040,0,0,0,0,86,7,79,894,839,27,0,0,0,28,0,0,0,79740
G1200990007918,2016-2020,FL,Florida,12,Palm Beach County,099,007918,NA,14000US12099007918,"Census Tract 79.18, Palm Beach County, Florida",2594,2033,1410,259,0,0,0,0,364,341,23,561,512,10,0,0,0,0,39,39,0,81250
G1200990007919,2016-2020,FL,Florida,12,Palm Beach County,099,007919,NA,14000US12099007919,"Census Tract 79.19, Palm Beach County, Florida",5815,5162,3805,765,0,498,0,90,4,4,0,653,537,0,0,0,0,0,116,116,0,82619
G1200990008001,2016-2020,FL,Florida,12,Palm Beach County,099,008001,NA,14000US12099008001,"Census Tract 80.01, Palm Beach County, Florida",4004,2152,338,1814,0,0,0,0,0,0,0,1852,999,51,15,0,0,32,755,755,0,19034
G1200990008002,2016-2020,FL,Florida,12,Palm Beach County,099,008002,NA,14000US12099008002,"Census Tract 80.02, Palm Beach County, Florida",4265,3708,841,2771,0,0,0,0,96,0,96,557,282,0,0,0,0,265,10,10,0,31691
G1200990008101,2016-2020,FL,Florida,12,Palm Beach County,099,008101,NA,14000US12099008101,"Census Tract 81.01, Palm Beach County, Florida",7249,3580,1052,2342,0,100,0,0,86,0,86,3669,2923,111,0,0,0,237,398,398,0,41894
G1200990008102,2016-2020,FL,Florida,12,Palm Beach County,099,008102,NA,14000US12099008102,"Census Tract 81.02, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990008201,2016-2020,FL,Florida,12,Palm Beach County,099,008201,NA,14000US12099008201,"Census Tract 82.01, Palm Beach County, Florida",5303,5014,121,4762,0,0,0,0,131,0,131,289,289,0,0,0,0,0,0,0,0,24444
G1200990008202,2016-2020,FL,Florida,12,Palm Beach County,099,008202,NA,14000US12099008202,"Census Tract 82.02, Palm Beach County, Florida",4125,4055,64,3899,0,20,0,0,72,0,72,70,37,33,0,0,0,0,0,0,0,24259
G1200990008203,2016-2020,FL,Florida,12,Palm Beach County,099,008203,NA,14000US12099008203,"Census Tract 82.03, Palm Beach County, Florida",4702,3157,707,2414,0,0,0,0,36,0,36,1545,1275,100,0,0,0,93,77,41,36,29625
G1200990008301,2016-2020,FL,Florida,12,Palm Beach County,099,008301,NA,14000US12099008301,"Census Tract 83.01, Palm Beach County, Florida",2034,916,76,717,0,0,0,119,4,0,4,1118,467,7,0,0,0,94,550,550,0,43788
G1200990008302,2016-2020,FL,Florida,12,Palm Beach County,099,008302,NA,14000US12099008302,"Census Tract 83.02, Palm Beach County, Florida",7332,5400,1226,3893,30,78,0,20,153,0,153,1932,1602,37,0,0,0,107,186,161,25,29659
G1200990980000,2016-2020,FL,Florida,12,Palm Beach County,099,980000,NA,14000US12099980000,"Census Tract 9800, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990980100,2016-2020,FL,Florida,12,Palm Beach County,099,980100,NA,14000US12099980100,"Census Tract 9801, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990980200,2016-2020,FL,Florida,12,Palm Beach County,099,980200,NA,14000US12099980200,"Census Tract 9802, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990980400,2016-2020,FL,Florida,12,Palm Beach County,099,980400,NA,14000US12099980400,"Census Tract 9804, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990980500,2016-2020,FL,Florida,12,Palm Beach County,099,980500,NA,14000US12099980500,"Census Tract 9805, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990990000,2016-2020,FL,Florida,12,Palm Beach County,099,990000,NA,14000US12099990000,"Census Tract 9900, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200990990100,2016-2020,FL,Florida,12,Palm Beach County,099,990100,NA,14000US12099990100,"Census Tract 9901, Palm Beach County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1201010030101,2016-2020,FL,Florida,12,Pasco County,101,030101,NA,14000US12101030101,"Census Tract 301.01, Pasco County, Florida",2917,2391,2105,176,0,82,0,0,28,0,28,526,432,11,0,0,0,22,61,13,48,48782
G1201010030102,2016-2020,FL,Florida,12,Pasco County,101,030102,NA,14000US12101030102,"Census Tract 301.02, Pasco County, Florida",2620,2563,2498,18,13,0,0,5,29,0,29,57,48,0,0,0,0,0,9,9,0,52083
G1201010030202,2016-2020,FL,Florida,12,Pasco County,101,030202,NA,14000US12101030202,"Census Tract 302.02, Pasco County, Florida",2588,2499,2331,32,26,5,0,72,33,0,33,89,47,0,0,0,0,0,42,42,0,45714
G1201010030203,2016-2020,FL,Florida,12,Pasco County,101,030203,NA,14000US12101030203,"Census Tract 302.03, Pasco County, Florida",2059,1469,1447,0,0,22,0,0,0,0,0,590,42,0,0,0,0,12,536,529,7,31974
G1201010030204,2016-2020,FL,Florida,12,Pasco County,101,030204,NA,14000US12101030204,"Census Tract 302.04, Pasco County, Florida",1250,1174,1068,36,0,64,0,0,6,0,6,76,3,0,0,0,0,0,73,42,31,36563
G1201010030205,2016-2020,FL,Florida,12,Pasco County,101,030205,NA,14000US12101030205,"Census Tract 302.05, Pasco County, Florida",2214,2141,2057,36,0,7,0,0,41,0,41,73,58,0,0,0,0,3,12,12,0,46719
G1201010030303,2016-2020,FL,Florida,12,Pasco County,101,030303,NA,14000US12101030303,"Census Tract 303.03, Pasco County, Florida",3403,3025,2966,0,0,59,0,0,0,0,0,378,354,0,0,0,0,16,8,8,0,75347
G1201010030304,2016-2020,FL,Florida,12,Pasco County,101,030304,NA,14000US12101030304,"Census Tract 303.04, Pasco County, Florida",4813,4406,3878,36,55,21,0,18,398,348,50,407,345,27,0,0,0,35,0,0,0,41250
G1201010030404,2016-2020,FL,Florida,12,Pasco County,101,030404,NA,14000US12101030404,"Census Tract 304.04, Pasco County, Florida",2967,2662,2348,228,12,40,4,0,30,0,30,305,66,49,0,0,0,0,190,170,20,44733
G1201010030405,2016-2020,FL,Florida,12,Pasco County,101,030405,NA,14000US12101030405,"Census Tract 304.05, Pasco County, Florida",1872,1596,1525,32,10,11,0,0,18,0,18,276,271,0,0,0,0,5,0,0,0,38896
G1201010030406,2016-2020,FL,Florida,12,Pasco County,101,030406,NA,14000US12101030406,"Census Tract 304.06, Pasco County, Florida",2696,2345,1950,340,0,0,0,0,55,0,55,351,328,0,0,0,0,0,23,15,8,42409
G1201010030407,2016-2020,FL,Florida,12,Pasco County,101,030407,NA,14000US12101030407,"Census Tract 304.07, Pasco County, Florida",2463,2088,1985,62,0,33,0,6,2,0,2,375,335,0,0,0,0,0,40,0,40,33578
G1201010030408,2016-2020,FL,Florida,12,Pasco County,101,030408,NA,14000US12101030408,"Census Tract 304.08, Pasco County, Florida",2466,2131,1878,191,0,43,0,9,10,0,10,335,32,22,0,0,0,3,278,48,230,32333
G1201010030409,2016-2020,FL,Florida,12,Pasco County,101,030409,NA,14000US12101030409,"Census Tract 304.09, Pasco County, Florida",2760,2402,2178,205,0,19,0,0,0,0,0,358,131,136,0,0,0,29,62,62,0,49975
G1201010030410,2016-2020,FL,Florida,12,Pasco County,101,030410,NA,14000US12101030410,"Census Tract 304.10, Pasco County, Florida",1843,1703,1703,0,0,0,0,0,0,0,0,140,138,0,0,0,0,2,0,0,0,28567
G1201010030411,2016-2020,FL,Florida,12,Pasco County,101,030411,NA,14000US12101030411,"Census Tract 304.11, Pasco County, Florida",3450,2868,2423,260,9,31,0,0,145,32,113,582,292,71,0,0,0,0,219,219,0,47713
G1201010030412,2016-2020,FL,Florida,12,Pasco County,101,030412,NA,14000US12101030412,"Census Tract 304.12, Pasco County, Florida",2569,2159,1768,291,0,45,0,37,18,0,18,410,207,0,10,0,0,66,127,127,0,36863
G1201010030501,2016-2020,FL,Florida,12,Pasco County,101,030501,NA,14000US12101030501,"Census Tract 305.01, Pasco County, Florida",1559,1287,1213,18,0,0,0,0,56,0,56,272,199,0,0,0,0,0,73,73,0,34735
G1201010030502,2016-2020,FL,Florida,12,Pasco County,101,030502,NA,14000US12101030502,"Census Tract 305.02, Pasco County, Florida",4320,3648,3299,130,0,63,0,18,138,9,129,672,471,0,0,0,0,15,186,186,0,40735
G1201010030601,2016-2020,FL,Florida,12,Pasco County,101,030601,NA,14000US12101030601,"Census Tract 306.01, Pasco County, Florida",2114,1874,1745,39,11,59,3,17,0,0,0,240,183,0,0,0,0,0,57,57,0,41161
G1201010030602,2016-2020,FL,Florida,12,Pasco County,101,030602,NA,14000US12101030602,"Census Tract 306.02, Pasco County, Florida",1988,1748,1534,101,0,58,0,0,55,55,0,240,119,121,0,0,0,0,0,0,0,30925
G1201010030700,2016-2020,FL,Florida,12,Pasco County,101,030700,NA,14000US12101030700,"Census Tract 307, Pasco County, Florida",4019,3252,3125,73,0,3,0,0,51,0,51,767,666,0,0,0,0,48,53,53,0,44238
G1201010030800,2016-2020,FL,Florida,12,Pasco County,101,030800,NA,14000US12101030800,"Census Tract 308, Pasco County, Florida",3570,2860,2660,28,0,62,0,0,110,0,110,710,585,35,0,0,0,90,0,0,0,38818
G1201010030901,2016-2020,FL,Florida,12,Pasco County,101,030901,NA,14000US12101030901,"Census Tract 309.01, Pasco County, Florida",3707,3178,3036,33,0,17,0,0,92,19,73,529,231,0,0,0,0,104,194,186,8,29772
G1201010030905,2016-2020,FL,Florida,12,Pasco County,101,030905,NA,14000US12101030905,"Census Tract 309.05, Pasco County, Florida",3736,3169,2835,290,0,0,0,0,44,0,44,567,397,12,0,0,0,98,60,34,26,38981
G1201010030906,2016-2020,FL,Florida,12,Pasco County,101,030906,NA,14000US12101030906,"Census Tract 309.06, Pasco County, Florida",5611,5083,4738,132,0,42,17,41,113,0,113,528,324,9,0,5,0,73,117,56,61,34609
G1201010031003,2016-2020,FL,Florida,12,Pasco County,101,031003,NA,14000US12101031003,"Census Tract 310.03, Pasco County, Florida",6071,5067,4621,133,0,51,99,0,163,0,163,1004,757,0,0,33,0,137,77,77,0,45316
G1201010031005,2016-2020,FL,Florida,12,Pasco County,101,031005,NA,14000US12101031005,"Census Tract 310.05, Pasco County, Florida",5145,3700,3217,354,0,62,0,0,67,0,67,1445,935,0,0,0,0,203,307,48,259,34910
G1201010031006,2016-2020,FL,Florida,12,Pasco County,101,031006,NA,14000US12101031006,"Census Tract 310.06, Pasco County, Florida",2094,1815,1483,143,0,80,0,3,106,26,80,279,156,18,0,0,0,77,28,20,8,34444
G1201010031007,2016-2020,FL,Florida,12,Pasco County,101,031007,NA,14000US12101031007,"Census Tract 310.07, Pasco County, Florida",5702,4026,3493,96,0,351,0,0,86,0,86,1676,947,0,0,14,0,376,339,339,0,31278
G1201010031008,2016-2020,FL,Florida,12,Pasco County,101,031008,NA,14000US12101031008,"Census Tract 310.08, Pasco County, Florida",3123,3014,2952,62,0,0,0,0,0,0,0,109,7,0,0,0,0,56,46,46,0,52527
G1201010031009,2016-2020,FL,Florida,12,Pasco County,101,031009,NA,14000US12101031009,"Census Tract 310.09, Pasco County, Florida",2632,2286,2226,29,0,0,0,0,31,9,22,346,243,0,0,0,0,103,0,0,0,29507
G1201010031010,2016-2020,FL,Florida,12,Pasco County,101,031010,NA,14000US12101031010,"Census Tract 310.10, Pasco County, Florida",4563,3637,3444,88,0,73,0,0,32,0,32,926,702,22,0,0,0,51,151,151,0,33250
G1201010031011,2016-2020,FL,Florida,12,Pasco County,101,031011,NA,14000US12101031011,"Census Tract 310.11, Pasco County, Florida",2905,2572,2464,10,0,5,0,0,93,8,85,333,313,0,0,0,0,20,0,0,0,27500
G1201010031012,2016-2020,FL,Florida,12,Pasco County,101,031012,NA,14000US12101031012,"Census Tract 310.12, Pasco County, Florida",5138,4473,3643,670,0,0,0,0,160,0,160,665,386,0,0,0,0,257,22,22,0,35317
G1201010031013,2016-2020,FL,Florida,12,Pasco County,101,031013,NA,14000US12101031013,"Census Tract 310.13, Pasco County, Florida",3258,2686,2397,42,0,71,0,0,176,0,176,572,392,13,0,0,0,124,43,0,43,41214
G1201010031014,2016-2020,FL,Florida,12,Pasco County,101,031014,NA,14000US12101031014,"Census Tract 310.14, Pasco County, Florida",3567,2647,2199,144,17,129,0,0,158,0,158,920,569,0,0,0,0,110,241,199,42,42727
G1201010031101,2016-2020,FL,Florida,12,Pasco County,101,031101,NA,14000US12101031101,"Census Tract 311.01, Pasco County, Florida",4736,4357,4160,35,76,31,0,0,55,23,32,379,108,0,0,0,0,2,269,221,48,33023
G1201010031103,2016-2020,FL,Florida,12,Pasco County,101,031103,NA,14000US12101031103,"Census Tract 311.03, Pasco County, Florida",1222,1204,1144,40,20,0,0,0,0,0,0,18,13,0,0,0,0,0,5,0,5,42787
G1201010031104,2016-2020,FL,Florida,12,Pasco County,101,031104,NA,14000US12101031104,"Census Tract 311.04, Pasco County, Florida",4188,3692,3609,0,0,45,0,0,38,0,38,496,437,0,0,0,0,0,59,59,0,41716
G1201010031203,2016-2020,FL,Florida,12,Pasco County,101,031203,NA,14000US12101031203,"Census Tract 312.03, Pasco County, Florida",2510,2297,2244,0,0,0,0,0,53,45,8,213,178,0,0,0,0,11,24,13,11,44524
G1201010031204,2016-2020,FL,Florida,12,Pasco County,101,031204,NA,14000US12101031204,"Census Tract 312.04, Pasco County, Florida",2466,2386,2356,8,0,0,0,0,22,0,22,80,62,0,0,0,0,3,15,9,6,44545
G1201010031205,2016-2020,FL,Florida,12,Pasco County,101,031205,NA,14000US12101031205,"Census Tract 312.05, Pasco County, Florida",4084,3721,3423,56,0,169,0,62,11,0,11,363,277,0,0,0,0,33,53,53,0,48617
G1201010031206,2016-2020,FL,Florida,12,Pasco County,101,031206,NA,14000US12101031206,"Census Tract 312.06, Pasco County, Florida",3120,2828,2655,155,18,0,0,0,0,0,0,292,282,0,0,0,0,10,0,0,0,44375
G1201010031207,2016-2020,FL,Florida,12,Pasco County,101,031207,NA,14000US12101031207,"Census Tract 312.07, Pasco County, Florida",3132,2994,2901,8,0,13,10,0,62,0,62,138,87,0,0,0,0,6,45,45,0,34116
G1201010031208,2016-2020,FL,Florida,12,Pasco County,101,031208,NA,14000US12101031208,"Census Tract 312.08, Pasco County, Florida",4053,3537,3171,184,35,58,0,0,89,0,89,516,357,26,0,3,0,105,25,25,0,67897
G1201010031301,2016-2020,FL,Florida,12,Pasco County,101,031301,NA,14000US12101031301,"Census Tract 313.01, Pasco County, Florida",3754,3580,3257,289,0,0,25,0,9,0,9,174,174,0,0,0,0,0,0,0,0,42271
G1201010031302,2016-2020,FL,Florida,12,Pasco County,101,031302,NA,14000US12101031302,"Census Tract 313.02, Pasco County, Florida",6381,6125,5719,157,0,217,0,0,32,0,32,256,167,0,0,0,0,19,70,19,51,80631
G1201010031401,2016-2020,FL,Florida,12,Pasco County,101,031401,NA,14000US12101031401,"Census Tract 314.01, Pasco County, Florida",4357,3509,3103,318,29,0,0,0,59,8,51,848,596,0,14,0,0,47,191,0,191,37115
