GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,GEOID,NAME_E,totPop,nonhisp_total,nonhisp_white,nonhisp_black,nonhisp_native,nonhisp_asian,nonhisp_islander,nonhisp_other,nonhisp_multiracial,AMP3E010,AMP3E011,hisp_total,hisp_white,hisp_black,hisp_native,hisp_asian,hisp_islander,hisp_other,hisp_multiracial,AMP3E020,AMP3E021,median_household_income
G1200570010218,2016-2020,FL,Florida,12,Hillsborough County,057,010218,NA,14000US12057010218,"Census Tract 102.18, Hillsborough County, Florida",6152,5033,3596,850,9,208,0,0,370,0,370,1119,703,0,0,12,0,38,366,332,34,76683
G1200570010303,2016-2020,FL,Florida,12,Hillsborough County,057,010303,NA,14000US12057010303,"Census Tract 103.03, Hillsborough County, Florida",3590,3221,2983,89,0,0,0,0,149,0,149,369,278,34,0,0,0,32,25,25,0,41346
G1200570010304,2016-2020,FL,Florida,12,Hillsborough County,057,010304,NA,14000US12057010304,"Census Tract 103.04, Hillsborough County, Florida",3744,3578,2949,165,35,383,0,35,11,0,11,166,132,0,0,0,0,20,14,14,0,62348
G1200570010305,2016-2020,FL,Florida,12,Hillsborough County,057,010305,NA,14000US12057010305,"Census Tract 103.05, Hillsborough County, Florida",4254,3875,2177,1020,0,446,0,8,224,26,198,379,300,0,0,0,0,11,68,56,12,42244
G1200570010401,2016-2020,FL,Florida,12,Hillsborough County,057,010401,NA,14000US12057010401,"Census Tract 104.01, Hillsborough County, Florida",5858,4301,2562,1454,0,123,0,0,162,0,162,1557,627,367,0,0,0,229,334,56,278,41250
G1200570010402,2016-2020,FL,Florida,12,Hillsborough County,057,010402,NA,14000US12057010402,"Census Tract 104.02, Hillsborough County, Florida",6513,4889,1780,2439,1,381,0,0,288,0,288,1624,1087,152,68,13,0,83,221,180,41,43205
G1200570010501,2016-2020,FL,Florida,12,Hillsborough County,057,010501,NA,14000US12057010501,"Census Tract 105.01, Hillsborough County, Florida",6869,5552,667,4684,0,0,0,20,181,0,181,1317,557,381,0,0,0,54,325,198,127,27319
G1200570010502,2016-2020,FL,Florida,12,Hillsborough County,057,010502,NA,14000US12057010502,"Census Tract 105.02, Hillsborough County, Florida",2968,1998,402,1478,0,5,0,23,90,18,72,970,345,255,0,0,28,212,130,0,130,47880
G1200570010600,2016-2020,FL,Florida,12,Hillsborough County,057,010600,NA,14000US12057010600,"Census Tract 106, Hillsborough County, Florida",3314,2368,1763,430,14,40,0,0,121,2,119,946,508,35,52,0,0,74,277,206,71,80104
G1200570010701,2016-2020,FL,Florida,12,Hillsborough County,057,010701,NA,14000US12057010701,"Census Tract 107.01, Hillsborough County, Florida",5653,4214,3485,419,0,124,0,8,178,54,124,1439,1149,29,0,32,0,129,100,9,91,63833
G1200570010702,2016-2020,FL,Florida,12,Hillsborough County,057,010702,NA,14000US12057010702,"Census Tract 107.02, Hillsborough County, Florida",3342,2728,2091,470,0,70,0,0,97,83,14,614,500,0,0,0,0,72,42,12,30,74722
G1200570010805,2016-2020,FL,Florida,12,Hillsborough County,057,010805,NA,14000US12057010805,"Census Tract 108.05, Hillsborough County, Florida",6283,2513,409,1846,0,92,0,0,166,0,166,3770,2335,282,141,0,0,646,366,359,7,24868
G1200570010808,2016-2020,FL,Florida,12,Hillsborough County,057,010808,NA,14000US12057010808,"Census Tract 108.08, Hillsborough County, Florida",3103,1501,536,840,0,98,0,0,27,0,27,1602,404,223,188,34,0,753,0,0,0,32699
G1200570010809,2016-2020,FL,Florida,12,Hillsborough County,057,010809,NA,14000US12057010809,"Census Tract 108.09, Hillsborough County, Florida",2737,2100,1279,386,0,427,6,0,2,0,2,637,391,76,7,14,0,43,106,106,0,37626
G1200570010810,2016-2020,FL,Florida,12,Hillsborough County,057,010810,NA,14000US12057010810,"Census Tract 108.10, Hillsborough County, Florida",3897,3284,1676,920,75,500,0,11,102,0,102,613,390,28,0,0,0,101,94,92,2,55938
G1200570010811,2016-2020,FL,Florida,12,Hillsborough County,057,010811,NA,14000US12057010811,"Census Tract 108.11, Hillsborough County, Florida",6807,5884,3140,1203,0,1216,0,74,251,70,181,923,643,17,0,13,0,44,206,206,0,46661
G1200570010814,2016-2020,FL,Florida,12,Hillsborough County,057,010814,NA,14000US12057010814,"Census Tract 108.14, Hillsborough County, Florida",2873,2540,1061,975,0,154,0,0,350,66,284,333,191,26,0,0,0,38,78,14,64,42100
G1200570010815,2016-2020,FL,Florida,12,Hillsborough County,057,010815,NA,14000US12057010815,"Census Tract 108.15, Hillsborough County, Florida",1926,1037,178,677,92,49,0,0,41,0,41,889,585,19,0,0,9,180,96,52,44,23942
G1200570010816,2016-2020,FL,Florida,12,Hillsborough County,057,010816,NA,14000US12057010816,"Census Tract 108.16, Hillsborough County, Florida",3430,2411,488,1608,0,229,0,0,86,0,86,1019,433,105,0,0,0,182,299,180,119,28330
G1200570010817,2016-2020,FL,Florida,12,Hillsborough County,057,010817,NA,14000US12057010817,"Census Tract 108.17, Hillsborough County, Florida",4746,2535,1325,1007,18,66,0,0,119,7,112,2211,1364,197,1,0,0,352,297,234,63,25114
G1200570010819,2016-2020,FL,Florida,12,Hillsborough County,057,010819,NA,14000US12057010819,"Census Tract 108.19, Hillsborough County, Florida",1789,1350,556,410,0,303,0,12,69,31,38,439,331,24,0,29,0,55,0,0,0,21343
G1200570010820,2016-2020,FL,Florida,12,Hillsborough County,057,010820,NA,14000US12057010820,"Census Tract 108.20, Hillsborough County, Florida",2638,2025,1631,286,0,84,0,0,24,0,24,613,522,0,0,0,0,79,12,0,12,35711
G1200570010821,2016-2020,FL,Florida,12,Hillsborough County,057,010821,NA,14000US12057010821,"Census Tract 108.21, Hillsborough County, Florida",2879,1412,198,1169,0,8,0,15,22,0,22,1467,758,43,0,0,0,382,284,284,0,23505
G1200570010822,2016-2020,FL,Florida,12,Hillsborough County,057,010822,NA,14000US12057010822,"Census Tract 108.22, Hillsborough County, Florida",2204,1187,465,635,0,0,0,0,87,29,58,1017,682,0,0,0,0,168,167,59,108,35792
G1200570010823,2016-2020,FL,Florida,12,Hillsborough County,057,010823,NA,14000US12057010823,"Census Tract 108.23, Hillsborough County, Florida",2153,1824,719,624,0,446,0,0,35,8,27,329,306,15,0,0,0,8,0,0,0,40847
G1200570010824,2016-2020,FL,Florida,12,Hillsborough County,057,010824,NA,14000US12057010824,"Census Tract 108.24, Hillsborough County, Florida",4932,4005,2379,686,0,510,0,92,338,146,192,927,615,43,0,0,0,50,219,158,61,18462
G1200570010900,2016-2020,FL,Florida,12,Hillsborough County,057,010900,NA,14000US12057010900,"Census Tract 109, Hillsborough County, Florida",5299,4465,3277,724,20,209,8,16,211,13,198,834,593,61,0,6,0,70,104,55,49,NA
G1200570011003,2016-2020,FL,Florida,12,Hillsborough County,057,011003,NA,14000US12057011003,"Census Tract 110.03, Hillsborough County, Florida",5970,3311,2050,910,0,204,0,0,147,0,147,2659,2053,248,0,0,0,184,174,159,15,39663
G1200570011005,2016-2020,FL,Florida,12,Hillsborough County,057,011005,NA,14000US12057011005,"Census Tract 110.05, Hillsborough County, Florida",2877,2676,2341,107,0,61,0,62,105,21,84,201,133,23,8,0,0,37,0,0,0,109773
G1200570011006,2016-2020,FL,Florida,12,Hillsborough County,057,011006,NA,14000US12057011006,"Census Tract 110.06, Hillsborough County, Florida",6172,4794,3942,232,0,246,0,26,348,70,278,1378,443,0,0,0,0,87,848,258,590,77179
G1200570011007,2016-2020,FL,Florida,12,Hillsborough County,057,011007,NA,14000US12057011007,"Census Tract 110.07, Hillsborough County, Florida",3276,2642,2490,75,0,73,0,0,4,0,4,634,283,0,0,0,0,0,351,333,18,98708
G1200570011008,2016-2020,FL,Florida,12,Hillsborough County,057,011008,NA,14000US12057011008,"Census Tract 110.08, Hillsborough County, Florida",7619,6119,3808,979,176,855,0,19,282,0,282,1500,707,329,0,0,0,95,369,0,369,80978
G1200570011010,2016-2020,FL,Florida,12,Hillsborough County,057,011010,NA,14000US12057011010,"Census Tract 110.10, Hillsborough County, Florida",5059,4219,2674,1145,0,326,0,14,60,0,60,840,464,53,0,0,0,75,248,248,0,42014
G1200570011013,2016-2020,FL,Florida,12,Hillsborough County,057,011013,NA,14000US12057011013,"Census Tract 110.13, Hillsborough County, Florida",4163,3641,1833,636,0,1004,0,21,147,0,147,522,384,47,0,0,0,28,63,32,31,72574
G1200570011016,2016-2020,FL,Florida,12,Hillsborough County,057,011016,NA,14000US12057011016,"Census Tract 110.16, Hillsborough County, Florida",4042,3256,1392,616,0,1081,0,78,89,0,89,786,570,0,0,0,26,25,165,53,112,96111
G1200570011017,2016-2020,FL,Florida,12,Hillsborough County,057,011017,NA,14000US12057011017,"Census Tract 110.17, Hillsborough County, Florida",1864,1575,1280,112,8,128,0,0,47,0,47,289,275,0,0,0,0,14,0,0,0,74932
G1200570011018,2016-2020,FL,Florida,12,Hillsborough County,057,011018,NA,14000US12057011018,"Census Tract 110.18, Hillsborough County, Florida",5393,4485,2843,1080,0,217,0,0,345,0,345,908,596,19,0,0,0,68,225,178,47,46902
G1200570011019,2016-2020,FL,Florida,12,Hillsborough County,057,011019,NA,14000US12057011019,"Census Tract 110.19, Hillsborough County, Florida",9892,8584,5576,1147,0,1653,0,31,177,0,177,1308,737,21,0,9,0,138,403,400,3,95375
G1200570011103,2016-2020,FL,Florida,12,Hillsborough County,057,011103,NA,14000US12057011103,"Census Tract 111.03, Hillsborough County, Florida",3384,3020,2858,84,0,21,0,0,57,0,57,364,229,0,0,0,0,62,73,30,43,91538
G1200570011106,2016-2020,FL,Florida,12,Hillsborough County,057,011106,NA,14000US12057011106,"Census Tract 111.06, Hillsborough County, Florida",2402,1406,1008,187,0,131,0,0,80,10,70,996,783,72,0,0,0,62,79,79,0,54081
G1200570011107,2016-2020,FL,Florida,12,Hillsborough County,057,011107,NA,14000US12057011107,"Census Tract 111.07, Hillsborough County, Florida",7041,5042,4072,175,0,319,0,278,198,0,198,1999,1581,0,0,0,0,95,323,149,174,72006
G1200570011108,2016-2020,FL,Florida,12,Hillsborough County,057,011108,NA,14000US12057011108,"Census Tract 111.08, Hillsborough County, Florida",1660,1194,976,84,0,124,0,0,10,4,6,466,307,17,0,0,0,82,60,60,0,68295
G1200570011109,2016-2020,FL,Florida,12,Hillsborough County,057,011109,NA,14000US12057011109,"Census Tract 111.09, Hillsborough County, Florida",4278,3528,2848,257,0,304,0,0,119,0,119,750,639,0,0,0,0,74,37,37,0,103304
G1200570011203,2016-2020,FL,Florida,12,Hillsborough County,057,011203,NA,14000US12057011203,"Census Tract 112.03, Hillsborough County, Florida",3761,2935,2445,219,0,143,0,0,128,44,84,826,769,0,0,0,0,0,57,57,0,68529
G1200570011204,2016-2020,FL,Florida,12,Hillsborough County,057,011204,NA,14000US12057011204,"Census Tract 112.04, Hillsborough County, Florida",5655,3945,3427,392,0,73,0,0,53,0,53,1710,1249,15,0,0,0,132,314,0,314,55056
G1200570011205,2016-2020,FL,Florida,12,Hillsborough County,057,011205,NA,14000US12057011205,"Census Tract 112.05, Hillsborough County, Florida",3247,3014,2697,114,0,178,0,0,25,0,25,233,233,0,0,0,0,0,0,0,0,87457
G1200570011206,2016-2020,FL,Florida,12,Hillsborough County,057,011206,NA,14000US12057011206,"Census Tract 112.06, Hillsborough County, Florida",3405,1885,1370,439,0,37,0,0,39,0,39,1520,895,62,0,0,0,33,530,520,10,26295
G1200570011301,2016-2020,FL,Florida,12,Hillsborough County,057,011301,NA,14000US12057011301,"Census Tract 113.01, Hillsborough County, Florida",3824,2895,2341,409,0,66,0,16,63,0,63,929,653,87,0,0,0,108,81,81,0,81000
G1200570011303,2016-2020,FL,Florida,12,Hillsborough County,057,011303,NA,14000US12057011303,"Census Tract 113.03, Hillsborough County, Florida",3207,2250,1785,362,0,78,0,0,25,0,25,957,645,55,0,13,0,197,47,20,27,56134
G1200570011304,2016-2020,FL,Florida,12,Hillsborough County,057,011304,NA,14000US12057011304,"Census Tract 113.04, Hillsborough County, Florida",5633,4581,4140,32,0,258,0,0,151,0,151,1052,988,0,0,0,0,13,51,0,51,59786
G1200570011407,2016-2020,FL,Florida,12,Hillsborough County,057,011407,NA,14000US12057011407,"Census Tract 114.07, Hillsborough County, Florida",2078,1782,1708,9,34,0,0,0,31,0,31,296,273,0,0,0,0,23,0,0,0,74356
G1200570011408,2016-2020,FL,Florida,12,Hillsborough County,057,011408,NA,14000US12057011408,"Census Tract 114.08, Hillsborough County, Florida",2781,1879,1494,44,0,271,0,0,70,0,70,902,671,139,0,0,0,38,54,54,0,61875
G1200570011409,2016-2020,FL,Florida,12,Hillsborough County,057,011409,NA,14000US12057011409,"Census Tract 114.09, Hillsborough County, Florida",2796,2341,1844,125,92,215,0,10,55,0,55,455,289,12,0,0,0,31,123,37,86,93542
G1200570011410,2016-2020,FL,Florida,12,Hillsborough County,057,011410,NA,14000US12057011410,"Census Tract 114.10, Hillsborough County, Florida",6682,4848,3863,406,0,483,42,0,54,0,54,1834,1543,150,0,0,0,94,47,0,47,97183
G1200570011411,2016-2020,FL,Florida,12,Hillsborough County,057,011411,NA,14000US12057011411,"Census Tract 114.11, Hillsborough County, Florida",2395,1289,1103,70,0,116,0,0,0,0,0,1106,876,0,0,0,0,102,128,115,13,80083
G1200570011412,2016-2020,FL,Florida,12,Hillsborough County,057,011412,NA,14000US12057011412,"Census Tract 114.12, Hillsborough County, Florida",2983,1976,1213,364,0,152,0,0,247,0,247,1007,846,9,0,0,0,133,19,19,0,62273
G1200570011413,2016-2020,FL,Florida,12,Hillsborough County,057,011413,NA,14000US12057011413,"Census Tract 114.13, Hillsborough County, Florida",5488,4044,3008,296,0,457,0,154,129,0,129,1444,1067,0,0,0,0,189,188,188,0,61938
G1200570011414,2016-2020,FL,Florida,12,Hillsborough County,057,011414,NA,14000US12057011414,"Census Tract 114.14, Hillsborough County, Florida",8635,4248,2760,940,0,443,0,27,78,0,78,4387,3098,255,0,0,0,257,777,204,573,54521
G1200570011415,2016-2020,FL,Florida,12,Hillsborough County,057,011415,NA,14000US12057011415,"Census Tract 114.15, Hillsborough County, Florida",5927,2988,2469,221,0,174,0,0,124,12,112,2939,1607,0,0,0,0,0,1332,1264,68,59107
G1200570011416,2016-2020,FL,Florida,12,Hillsborough County,057,011416,NA,14000US12057011416,"Census Tract 114.16, Hillsborough County, Florida",7572,4730,3233,1265,0,49,0,18,165,60,105,2842,2302,67,0,0,0,303,170,170,0,63951
G1200570011417,2016-2020,FL,Florida,12,Hillsborough County,057,011417,NA,14000US12057011417,"Census Tract 114.17, Hillsborough County, Florida",5247,3105,1711,965,24,142,0,0,263,153,110,2142,1108,109,0,5,0,127,793,107,686,49325
G1200570011418,2016-2020,FL,Florida,12,Hillsborough County,057,011418,NA,14000US12057011418,"Census Tract 114.18, Hillsborough County, Florida",3682,2596,2233,163,0,71,0,11,118,14,104,1086,775,9,16,0,0,82,204,204,0,76056
G1200570011504,2016-2020,FL,Florida,12,Hillsborough County,057,011504,NA,14000US12057011504,"Census Tract 115.04, Hillsborough County, Florida",2743,2492,2324,33,0,57,0,13,65,5,60,251,227,0,0,0,0,0,24,19,5,118125
G1200570011506,2016-2020,FL,Florida,12,Hillsborough County,057,011506,NA,14000US12057011506,"Census Tract 115.06, Hillsborough County, Florida",8627,6548,4335,151,0,1586,0,228,248,71,177,2079,1473,49,0,0,0,210,347,177,170,109050
G1200570011509,2016-2020,FL,Florida,12,Hillsborough County,057,011509,NA,14000US12057011509,"Census Tract 115.09, Hillsborough County, Florida",6869,5547,4724,217,26,310,0,12,258,13,245,1322,991,107,0,0,0,22,202,187,15,114054
G1200570011510,2016-2020,FL,Florida,12,Hillsborough County,057,011510,NA,14000US12057011510,"Census Tract 115.10, Hillsborough County, Florida",5837,4831,3487,244,0,922,0,0,178,59,119,1006,591,0,12,0,0,0,403,345,58,140972
G1200570011512,2016-2020,FL,Florida,12,Hillsborough County,057,011512,NA,14000US12057011512,"Census Tract 115.12, Hillsborough County, Florida",3979,3135,2997,31,0,61,0,9,37,0,37,844,750,0,0,0,0,24,70,70,0,122443
G1200570011514,2016-2020,FL,Florida,12,Hillsborough County,057,011514,NA,14000US12057011514,"Census Tract 115.14, Hillsborough County, Florida",6373,4056,3617,228,0,152,0,37,22,0,22,2317,2028,0,0,0,0,140,149,149,0,88268
G1200570011515,2016-2020,FL,Florida,12,Hillsborough County,057,011515,NA,14000US12057011515,"Census Tract 115.15, Hillsborough County, Florida",3997,2943,2305,226,0,320,0,0,92,47,45,1054,722,0,0,0,0,253,79,52,27,99643
G1200570011516,2016-2020,FL,Florida,12,Hillsborough County,057,011516,NA,14000US12057011516,"Census Tract 115.16, Hillsborough County, Florida",3027,2023,1648,113,63,88,0,26,85,28,57,1004,708,8,0,0,0,56,232,232,0,80293
G1200570011518,2016-2020,FL,Florida,12,Hillsborough County,057,011518,NA,14000US12057011518,"Census Tract 115.18, Hillsborough County, Florida",3986,3474,3092,164,0,142,0,25,51,0,51,512,394,0,0,0,0,54,64,64,0,122891
G1200570011519,2016-2020,FL,Florida,12,Hillsborough County,057,011519,NA,14000US12057011519,"Census Tract 115.19, Hillsborough County, Florida",1992,1711,1549,63,0,66,0,0,33,0,33,281,223,0,0,0,0,38,20,0,20,118833
G1200570011520,2016-2020,FL,Florida,12,Hillsborough County,057,011520,NA,14000US12057011520,"Census Tract 115.20, Hillsborough County, Florida",4895,4097,3747,31,0,221,0,0,98,0,98,798,553,0,0,10,0,41,194,172,22,117960
G1200570011521,2016-2020,FL,Florida,12,Hillsborough County,057,011521,NA,14000US12057011521,"Census Tract 115.21, Hillsborough County, Florida",4513,3516,2608,562,0,94,0,183,69,0,69,997,638,0,0,0,143,76,140,140,0,56161
G1200570011522,2016-2020,FL,Florida,12,Hillsborough County,057,011522,NA,14000US12057011522,"Census Tract 115.22, Hillsborough County, Florida",4034,3461,2441,97,0,849,0,21,53,0,53,573,533,0,0,0,0,0,40,40,0,119196
G1200570011523,2016-2020,FL,Florida,12,Hillsborough County,057,011523,NA,14000US12057011523,"Census Tract 115.23, Hillsborough County, Florida",2129,1500,1410,46,0,0,0,15,29,29,0,629,360,0,0,0,0,0,269,269,0,128500
G1200570011524,2016-2020,FL,Florida,12,Hillsborough County,057,011524,NA,14000US12057011524,"Census Tract 115.24, Hillsborough County, Florida",4910,2695,1985,325,0,219,0,0,166,43,123,2215,1787,17,0,30,0,172,209,170,39,60250
G1200570011525,2016-2020,FL,Florida,12,Hillsborough County,057,011525,NA,14000US12057011525,"Census Tract 115.25, Hillsborough County, Florida",4112,3702,3244,113,0,225,0,28,92,0,92,410,196,0,0,0,0,35,179,72,107,118750
G1200570011526,2016-2020,FL,Florida,12,Hillsborough County,057,011526,NA,14000US12057011526,"Census Tract 115.26, Hillsborough County, Florida",3710,2784,1634,346,12,760,0,0,32,0,32,926,577,0,0,0,0,17,332,271,61,66221
G1200570011527,2016-2020,FL,Florida,12,Hillsborough County,057,011527,NA,14000US12057011527,"Census Tract 115.27, Hillsborough County, Florida",3803,3659,2935,332,0,337,0,0,55,0,55,144,63,0,0,0,0,0,81,81,0,128869
G1200570011528,2016-2020,FL,Florida,12,Hillsborough County,057,011528,NA,14000US12057011528,"Census Tract 115.28, Hillsborough County, Florida",5826,5101,3676,182,0,896,0,37,310,45,265,725,606,0,0,0,0,20,99,99,0,138116
G1200570011603,2016-2020,FL,Florida,12,Hillsborough County,057,011603,NA,14000US12057011603,"Census Tract 116.03, Hillsborough County, Florida",4501,2193,1424,489,0,127,0,52,101,0,101,2308,1872,50,0,0,0,219,167,150,17,72135
G1200570011605,2016-2020,FL,Florida,12,Hillsborough County,057,011605,NA,14000US12057011605,"Census Tract 116.05, Hillsborough County, Florida",7007,1834,1096,588,0,150,0,0,0,0,0,5173,3699,0,0,0,0,164,1310,1055,255,45769
G1200570011610,2016-2020,FL,Florida,12,Hillsborough County,057,011610,NA,14000US12057011610,"Census Tract 116.10, Hillsborough County, Florida",5694,1659,1194,225,0,240,0,0,0,0,0,4035,2281,31,0,0,0,498,1225,907,318,42475
G1200570011611,2016-2020,FL,Florida,12,Hillsborough County,057,011611,NA,14000US12057011611,"Census Tract 116.11, Hillsborough County, Florida",4699,1967,1330,179,0,444,0,0,14,0,14,2732,2526,104,10,0,0,64,28,0,28,51541
G1200570011612,2016-2020,FL,Florida,12,Hillsborough County,057,011612,NA,14000US12057011612,"Census Tract 116.12, Hillsborough County, Florida",5930,1925,1402,220,0,151,136,0,16,0,16,4005,3033,180,0,0,0,716,76,76,0,54432
G1200570011613,2016-2020,FL,Florida,12,Hillsborough County,057,011613,NA,14000US12057011613,"Census Tract 116.13, Hillsborough County, Florida",6072,2126,1551,372,0,162,23,0,18,0,18,3946,2862,54,0,0,0,448,582,399,183,50965
G1200570011614,2016-2020,FL,Florida,12,Hillsborough County,057,011614,NA,14000US12057011614,"Census Tract 116.14, Hillsborough County, Florida",7890,2802,1516,703,0,225,0,0,358,12,346,5088,3340,341,0,18,0,371,1018,1018,0,46578
G1200570011615,2016-2020,FL,Florida,12,Hillsborough County,057,011615,NA,14000US12057011615,"Census Tract 116.15, Hillsborough County, Florida",5120,1650,1107,259,0,131,0,0,153,153,0,3470,2594,97,0,0,0,191,588,588,0,49207
G1200570011616,2016-2020,FL,Florida,12,Hillsborough County,057,011616,NA,14000US12057011616,"Census Tract 116.16, Hillsborough County, Florida",10667,7172,5717,498,0,720,0,0,237,16,221,3495,2921,0,0,0,0,407,167,61,106,76639
G1200570011617,2016-2020,FL,Florida,12,Hillsborough County,057,011617,NA,14000US12057011617,"Census Tract 116.17, Hillsborough County, Florida",3940,2875,1868,456,0,127,0,0,424,293,131,1065,828,25,0,0,0,198,14,0,14,63262
