GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMP3E001,AMP3E002,AMP3E003,AMP3E004,AMP3E005,AMP3E006,AMP3E007,AMP3E008,AMP3E009,AMP3E010,AMP3E011,AMP3E012,AMP3E013,AMP3E014,AMP3E015,AMP3E016,AMP3E017,AMP3E018,AMP3E019,AMP3E020,AMP3E021,AMR8E001,NAME_M,AMP3M001,AMP3M002,AMP3M003,AMP3M004,AMP3M005,AMP3M006,AMP3M007,AMP3M008,AMP3M009,AMP3M010,AMP3M011,AMP3M012,AMP3M013,AMP3M014,AMP3M015,AMP3M016,AMP3M017,AMP3M018,AMP3M019,AMP3M020,AMP3M021,AMR8M001
"G3100410","2016-2020","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",10788,10431,10179,11,20,78,0,0,143,5,138,357,176,0,12,0,0,104,65,59,6,53891,"Custer County, Nebraska",,,9,13,34,67,16,16,70,9,69,,65,16,12,16,16,61,47,45,8,3071
"G3100430","2016-2020","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",20124,12266,9373,1152,433,656,0,129,523,0,523,7858,3171,66,6,20,0,3347,1248,1168,80,61227,"Dakota County, Nebraska",,,143,201,141,79,18,143,245,18,245,,679,150,11,38,18,705,391,387,85,5601
"G3100450","2016-2020","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",8685,8203,7393,237,251,51,0,0,271,0,271,482,283,23,0,0,0,0,176,176,0,49379,"Dawes County, Nebraska",,,14,80,168,53,14,14,135,14,135,,147,30,14,14,14,14,155,155,14,4974
"G3100470","2016-2020","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",23638,15726,13728,1463,41,187,2,5,300,0,300,7912,5947,7,36,0,0,1180,742,629,113,56731,"Dawson County, Nebraska",,,8,73,41,92,18,8,114,18,114,,411,11,59,18,18,498,323,334,113,3959
"G3100490","2016-2020","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",1770,1604,1538,4,25,11,0,0,26,3,23,166,151,0,0,0,0,3,12,0,12,48958,"Deuel County, Nebraska",143,121,119,4,14,9,10,10,16,5,14,75,71,10,10,10,10,7,13,10,13,3749
"G3100510","2016-2020","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",5682,4876,4758,5,26,21,0,0,66,0,66,806,451,0,0,0,0,206,149,140,9,57243,"Dixon County, Nebraska",,,14,7,13,21,14,14,24,14,24,,135,14,14,14,14,126,60,60,14,4019
"G3100530","2016-2020","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",36565,31612,30376,328,120,234,66,20,468,0,468,4953,3671,63,175,0,3,463,578,562,16,58439,"Dodge County, Nebraska",,,37,64,51,56,51,37,83,21,83,,394,91,151,21,5,297,280,277,18,3455
"G3100550","2016-2020","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",565739,493277,389520,60751,1890,22648,221,688,17559,667,16892,72462,47492,739,898,249,22,14278,8784,6881,1903,66600,"Douglas County, Nebraska",,,377,1086,324,560,79,273,1240,262,1220,,1627,242,451,134,19,1635,1391,1277,551,1084
"G3100570","2016-2020","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",1928,1758,1753,3,0,0,0,0,2,0,2,170,158,0,1,0,0,9,2,2,0,49211,"Dundy County, Nebraska",189,175,174,6,10,10,10,10,5,10,5,128,126,10,2,10,10,17,4,4,10,10025
"G3100590","2016-2020","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",5542,5321,5182,9,20,50,0,0,60,0,60,221,151,0,10,0,0,23,37,37,0,62151,"Fillmore County, Nebraska",,,14,10,15,28,14,14,30,14,30,,39,14,13,14,14,27,31,31,14,6547
"G3100610","2016-2020","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",2970,2899,2825,13,1,10,9,0,41,12,29,71,31,0,0,0,0,30,10,9,1,50231,"Franklin County, Nebraska",,,10,14,2,9,10,10,16,10,15,,20,10,10,10,10,24,12,12,2,3397
"G3100630","2016-2020","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",2636,2581,2500,22,5,2,0,0,52,11,41,55,32,4,0,0,0,9,10,3,7,59250,"Frontier County, Nebraska",78,81,80,18,16,5,10,10,23,14,22,30,20,7,10,10,10,19,11,6,10,5345
"G3100650","2016-2020","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",4712,4499,4387,8,6,16,0,0,82,0,82,213,163,0,0,0,1,37,12,12,0,53533,"Furnas County, Nebraska",,,10,9,8,13,10,10,17,10,17,,32,10,10,10,3,31,13,13,10,4391
"G3100670","2016-2020","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",21548,20963,20292,121,146,123,0,0,281,21,260,585,447,0,0,0,0,116,22,19,3,51812,"Gage County, Nebraska",,,30,27,38,45,18,18,70,41,61,,74,18,18,18,18,66,32,31,5,2425
"G3100690","2016-2020","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",1916,1820,1794,0,8,4,0,0,14,0,14,96,77,0,0,0,0,19,0,0,0,42076,"Garden County, Nebraska",137,121,119,10,8,5,10,10,8,10,8,76,80,10,10,10,10,15,10,10,10,2896
"G3100710","2016-2020","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",2081,2041,2011,2,0,3,0,13,12,0,12,40,19,0,0,0,0,21,0,0,0,54659,"Garfield County, Nebraska",99,108,99,5,10,10,10,17,15,10,15,26,24,10,10,10,10,29,10,10,10,6328
"G3100730","2016-2020","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",2001,1921,1890,4,1,8,4,0,14,0,14,80,79,0,0,0,0,1,0,0,0,65086,"Gosper County, Nebraska",,42,45,6,2,11,7,10,16,10,16,42,42,10,10,10,10,2,10,10,10,6044
"G3100750","2016-2020","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",691,691,671,5,1,1,0,6,7,0,7,0,0,0,0,0,0,0,0,0,0,43625,"Grant County, Nebraska",69,69,69,5,3,2,10,7,6,10,6,10,10,10,10,10,10,10,10,10,10,15930
"G3100770","2016-2020","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077",,,"Greeley County, Nebraska",2361,2308,2268,6,6,3,0,2,23,0,23,53,28,0,0,0,0,25,0,0,0,46830,"Greeley County, Nebraska",,,5,6,8,5,10,5,11,10,11,,23,10,10,10,10,23,10,10,10,3842
"G3100790","2016-2020","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079",,,"Hall County, Nebraska",61338,43766,40255,1633,243,681,145,88,721,1,720,17572,8237,175,189,6,102,7221,1642,1458,184,58595,"Hall County, Nebraska",,,57,159,58,85,114,56,164,3,163,,951,178,113,9,108,998,492,463,112,2425
"G3100810","2016-2020","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081",,,"Hamilton County, Nebraska",9219,8882,8710,8,1,48,9,3,103,3,100,337,94,0,0,0,0,100,143,138,5,68649,"Hamilton County, Nebraska",,,5,15,3,34,12,4,38,3,38,,61,14,14,14,14,80,92,91,7,4305
"G3100830","2016-2020","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083",,,"Harlan County, Nebraska",3380,3270,3182,26,5,47,1,0,9,0,9,110,29,0,6,0,0,49,26,25,1,51534,"Harlan County, Nebraska",,42,45,30,7,28,3,10,12,10,12,42,21,10,7,10,10,41,25,25,2,6538
"G3100850","2016-2020","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085",,,"Hayes County, Nebraska",889,826,824,0,2,0,0,0,0,0,0,63,43,0,0,0,0,13,7,7,0,52396,"Hayes County, Nebraska",78,79,79,10,4,10,10,10,10,10,10,23,24,10,10,10,10,11,12,12,10,6494
"G3100870","2016-2020","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087",,,"Hitchcock County, Nebraska",2788,2746,2627,1,5,0,0,0,113,8,105,42,36,0,0,0,0,1,5,5,0,46000,"Hitchcock County, Nebraska",,25,10,3,7,10,10,10,29,10,28,25,27,10,10,10,10,2,8,8,10,4954
"G3100890","2016-2020","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089",,,"Holt County, Nebraska",10123,9609,9412,22,64,41,2,3,65,2,63,514,417,0,0,0,0,26,71,56,15,60214,"Holt County, Nebraska",,,6,40,12,12,5,6,45,3,44,,67,16,16,16,16,23,53,44,24,3543
"G3100910","2016-2020","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091",,,"Hooker County, Nebraska",741,688,639,4,4,0,0,0,41,41,0,53,28,0,0,0,0,25,0,0,0,48654,"Hooker County, Nebraska",96,91,81,11,10,10,10,10,41,41,10,26,28,10,10,10,10,34,10,10,10,15594
"G3100930","2016-2020","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093",,,"Howard County, Nebraska",6428,6260,5937,10,0,18,2,0,293,195,98,168,64,0,3,0,0,100,1,1,0,59432,"Howard County, Nebraska",,,176,11,14,22,3,14,178,176,25,,54,14,4,14,14,54,2,2,14,8505
"G3100950","2016-2020","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095",,,"Jefferson County, Nebraska",7102,6786,6615,51,1,26,0,0,93,12,81,316,239,0,30,0,0,47,0,0,0,48981,"Jefferson County, Nebraska",,,22,41,3,35,14,14,47,22,42,,80,14,47,14,14,68,14,14,14,2942
"G3100970","2016-2020","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097",,,"Johnson County, Nebraska",5118,4594,4103,271,53,61,0,2,104,3,101,524,170,0,0,0,0,215,139,139,0,49382,"Johnson County, Nebraska",,,6,74,42,17,14,3,78,5,78,,58,14,14,14,14,107,95,95,14,5852
"G3100990","2016-2020","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099",,,"Kearney County, Nebraska",6588,6118,6010,5,55,30,0,0,18,0,18,470,315,0,0,0,0,21,134,116,18,62899,"Kearney County, Nebraska",,,14,7,34,39,14,14,13,14,13,,118,14,14,14,14,26,100,94,23,8541
"G3101010","2016-2020","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101",,,"Keith County, Nebraska",8048,7447,7198,132,26,35,4,0,52,6,46,601,441,0,32,3,2,33,90,86,4,52169,"Keith County, Nebraska",,,14,71,35,46,8,14,38,8,36,,74,14,46,5,4,26,42,41,7,3108
"G3101030","2016-2020","NE",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31103",,,"Keya Paha County, Nebraska",875,864,863,0,0,0,0,0,1,0,1,11,0,0,0,0,0,1,10,7,3,55250,"Keya Paha County, Nebraska",143,147,147,10,10,10,10,10,2,10,2,19,10,10,10,10,10,4,16,11,9,9656
"G3101050","2016-2020","NE",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31105",,,"Kimball County, Nebraska",3576,3244,3082,5,58,12,0,0,87,0,87,332,268,0,17,0,0,7,40,27,13,48056,"Kimball County, Nebraska",,81,81,8,41,15,10,10,31,10,31,81,93,10,31,10,10,9,34,30,15,8363
"G3101070","2016-2020","NE",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31107",,,"Knox County, Nebraska",8400,8140,7162,26,766,30,2,6,148,2,146,260,109,0,46,0,0,50,55,29,26,53653,"Knox County, Nebraska",,,4,21,46,12,3,6,49,5,49,,46,14,34,14,14,35,26,26,21,3015
"G3101090","2016-2020","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31109",,,"Lancaster County, Nebraska",315976,293004,254480,11956,1399,13376,199,594,11000,701,10299,22972,14709,368,628,42,6,3777,3442,2467,975,62464,"Lancaster County, Nebraska",,,428,715,217,617,85,329,1011,363,985,,828,234,201,47,13,645,638,570,394,1162
"G3101110","2016-2020","NE",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31111",,,"Lincoln County, Nebraska",35042,31842,30571,446,188,239,19,35,344,8,336,3200,2176,115,40,12,2,240,615,519,96,59995,"Lincoln County, Nebraska",,,50,71,107,52,23,50,121,11,120,,308,126,70,20,3,119,206,171,94,4621
"G3101130","2016-2020","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113",,,"Logan County, Nebraska",896,870,861,0,2,0,0,0,7,7,0,26,24,0,2,0,0,0,0,0,0,45990,"Logan County, Nebraska",105,104,104,10,3,10,10,10,8,8,10,26,25,10,4,10,10,10,10,10,10,5846
"G3101150","2016-2020","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115",,,"Loup County, Nebraska",690,632,620,0,3,0,0,0,9,0,9,58,9,0,0,0,0,0,49,49,0,46111,"Loup County, Nebraska",87,86,87,10,5,10,10,10,15,10,15,24,13,10,10,10,10,10,18,18,10,7135
"G3101170","2016-2020","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117",,,"McPherson County, Nebraska",420,415,415,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,51932,"McPherson County, Nebraska",78,76,76,10,10,10,10,10,10,10,10,6,10,10,10,10,10,6,10,10,10,12770
"G3101190","2016-2020","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119",,,"Madison County, Nebraska",35023,29631,27744,411,432,632,0,0,412,11,401,5392,3564,17,113,2,0,1076,620,549,71,52334,"Madison County, Nebraska",,,20,117,59,57,21,21,155,20,154,,306,20,88,3,21,316,182,173,52,2315
"G3101210","2016-2020","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121",,,"Merrick County, Nebraska",7826,7446,7191,57,2,89,0,0,107,15,92,380,200,4,24,7,0,108,37,31,6,52254,"Merrick County, Nebraska",,,24,56,4,57,14,14,32,24,21,,68,6,33,10,14,73,35,34,6,3833
"G3101230","2016-2020","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123",,,"Morrill County, Nebraska",4711,3981,3843,13,16,37,0,2,70,6,64,730,489,0,0,0,0,17,224,203,21,46903,"Morrill County, Nebraska",,,10,14,16,25,10,4,24,9,22,,134,10,10,10,10,13,134,133,31,4483
"G3101250","2016-2020","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125",,,"Nance County, Nebraska",3525,3425,3383,10,12,0,0,0,20,0,20,100,47,0,7,0,0,8,38,38,0,53147,"Nance County, Nebraska",,,28,14,14,10,10,10,15,10,15,,26,10,10,10,10,11,25,25,10,3499
"G3101270","2016-2020","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127",,,"Nemaha County, Nebraska",6978,6775,6353,91,27,50,2,0,252,178,74,203,150,16,0,0,0,26,11,11,0,50236,"Nemaha County, Nebraska",,,158,32,20,4,3,14,162,158,33,,34,18,14,14,14,23,16,16,14,5129
"G3101290","2016-2020","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129",,,"Nuckolls County, Nebraska",4204,4081,3962,13,31,47,7,0,21,0,21,123,112,0,0,0,0,3,8,0,8,52975,"Nuckolls County, Nebraska",,,10,16,36,51,14,10,26,10,26,,15,10,10,10,10,9,11,10,11,2432
"G3101310","2016-2020","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131",,,"Otoe County, Nebraska",15965,14667,14135,107,17,35,0,0,373,15,358,1298,742,1,0,0,0,394,161,161,0,64755,"Otoe County, Nebraska",,,24,43,24,49,16,16,77,24,72,,205,2,16,16,16,132,144,144,16,3575
"G3101330","2016-2020","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133",,,"Pawnee County, Nebraska",2640,2589,2513,5,0,0,0,0,71,0,71,51,35,0,0,0,0,0,16,0,16,46063,"Pawnee County, Nebraska",,,10,11,10,10,10,10,10,10,10,,19,10,10,10,10,10,20,10,20,6111
"G3101350","2016-2020","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135",,,"Perkins County, Nebraska",2889,2762,2727,5,3,0,0,0,27,0,27,127,103,0,1,0,0,19,4,4,0,61389,"Perkins County, Nebraska",,,30,7,5,10,10,10,29,10,29,,25,10,2,10,10,20,6,6,10,9256
"G3101370","2016-2020","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137",,,"Phelps County, Nebraska",9050,8514,8293,9,88,19,13,0,92,26,66,536,268,0,0,0,0,62,206,205,1,58105,"Phelps County, Nebraska",,,32,13,59,27,17,14,62,32,52,,55,14,14,14,14,45,49,48,2,3326
"G3101390","2016-2020","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139",,,"Pierce County, Nebraska",7132,6985,6837,10,13,18,0,0,107,0,107,147,52,0,0,0,0,13,82,0,82,57629,"Pierce County, Nebraska",,,14,9,19,24,14,14,33,14,33,,38,14,14,14,14,24,47,14,47,4216
"G3101410","2016-2020","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141",,,"Platte County, Nebraska",33250,26632,25726,193,67,277,5,25,339,16,323,6618,4419,0,0,0,0,1263,936,898,38,60878,"Platte County, Nebraska",,,28,41,38,125,8,34,140,27,139,,568,21,21,21,21,508,306,302,44,3121
"G3101430","2016-2020","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143",,,"Polk County, Nebraska",5208,4907,4775,4,9,0,0,0,119,40,79,301,192,6,0,0,0,103,0,0,0,59837,"Polk County, Nebraska",,,48,4,9,14,14,14,50,48,11,,74,9,14,14,14,70,14,14,14,5346
"G3101450","2016-2020","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145",,,"Red Willow County, Nebraska",10725,10137,9803,69,8,8,0,4,245,2,243,588,270,0,33,12,0,149,124,14,110,48140,"Red Willow County, Nebraska",,,11,47,14,15,16,9,57,6,57,,150,16,43,15,16,130,108,14,110,5406
"G3101470","2016-2020","NE",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31147",,,"Richardson County, Nebraska",7913,7755,7278,24,163,11,0,0,279,0,279,158,84,55,15,0,0,2,2,2,0,44524,"Richardson County, Nebraska",,,14,28,98,15,14,14,92,14,92,,50,40,20,14,14,4,7,7,14,3408
"G3101490","2016-2020","NE",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31149",,,"Rock County, Nebraska",1430,1419,1379,24,13,0,0,0,3,3,0,11,3,0,0,0,0,2,6,6,0,51458,"Rock County, Nebraska",127,126,122,21,18,10,10,10,7,7,10,12,5,10,10,10,10,4,9,9,10,7482
"G3101510","2016-2020","NE",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31151",,,"Saline County, Nebraska",14221,10577,9755,175,37,456,0,15,139,5,134,3644,2601,31,4,0,0,618,390,251,139,52956,"Saline County, Nebraska",,,27,32,22,58,16,26,70,7,71,,428,36,8,16,16,324,272,197,170,3854
"G3101530","2016-2020","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31153",,,"Sarpy County, Nebraska",183956,166102,147279,6929,514,4749,147,584,5900,388,5512,17854,10553,338,348,12,0,4093,2510,1603,907,83051,"Sarpy County, Nebraska",,,581,423,148,417,44,488,718,334,610,,1052,180,214,13,23,811,594,433,425,1449
"G3101550","2016-2020","NE",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31155",,,"Saunders County, Nebraska",21356,20857,20276,136,37,74,0,27,307,3,304,499,387,0,2,0,0,38,72,70,2,70414,"Saunders County, Nebraska",,,36,40,25,49,18,36,65,5,65,,56,18,3,18,18,32,51,51,4,3447
"G3101570","2016-2020","NE",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31157",,,"Scotts Bluff County, Nebraska",35884,27141,25606,215,540,236,1,53,490,71,419,8743,6076,18,140,0,39,996,1474,1251,223,53433,"Scotts Bluff County, Nebraska",,,80,57,79,44,2,41,133,71,112,,332,31,97,21,65,252,354,315,107,2608
"G3101590","2016-2020","NE",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31159",,,"Seward County, Nebraska",17217,16748,16271,112,14,75,0,2,274,2,272,469,275,0,5,0,0,79,110,84,26,71111,"Seward County, Nebraska",,,3,31,16,33,16,3,44,4,45,,75,16,11,16,16,71,52,54,31,3590
"G3101610","2016-2020","NE",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31161",,,"Sheridan County, Nebraska",5215,4914,4221,91,371,57,1,3,170,0,170,301,73,31,125,7,0,13,52,29,23,45543,"Sheridan County, Nebraska",,,5,58,85,5,2,5,55,14,55,,45,42,58,10,14,12,48,39,26,3872
"G3101630","2016-2020","NE",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31163",,,"Sherman County, Nebraska",3015,2946,2887,5,0,22,1,0,31,10,21,69,37,0,0,0,0,32,0,0,0,53158,"Sherman County, Nebraska",,,16,7,10,10,2,10,15,16,6,,24,10,10,10,10,24,10,10,10,3854
"G3101650","2016-2020","NE",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31165",,,"Sioux County, Nebraska",1298,1244,1191,37,7,0,0,0,9,0,9,54,1,0,0,0,0,53,0,0,0,47422,"Sioux County, Nebraska",83,117,113,14,11,10,10,10,12,10,12,81,3,10,10,10,10,81,10,10,10,3339
"G3101670","2016-2020","NE",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31167",,,"Stanton County, Nebraska",5946,5591,5393,116,0,14,0,0,68,36,32,355,305,0,0,0,0,50,0,0,0,64808,"Stanton County, Nebraska",,,42,34,14,9,14,14,58,42,32,,39,14,14,14,14,39,14,14,14,6162
"G3101690","2016-2020","NE",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31169",,,"Thayer County, Nebraska",5000,4860,4711,26,6,0,0,15,102,11,91,140,70,0,4,0,0,17,49,49,0,53234,"Thayer County, Nebraska",,,21,23,9,14,14,14,27,13,24,,26,14,5,14,14,21,26,26,14,2399
"G3101710","2016-2020","NE",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31171",,,"Thomas County, Nebraska",586,586,579,0,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,59000,"Thomas County, Nebraska",77,77,79,10,3,10,10,10,8,10,8,10,10,10,10,10,10,10,10,10,10,13297
"G3101730","2016-2020","NE",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31173",,,"Thurston County, Nebraska",7218,6717,2533,14,3955,53,0,13,149,12,137,501,152,0,228,0,0,53,68,41,27,55574,"Thurston County, Nebraska",,,15,13,46,16,14,8,48,15,45,,53,14,62,14,14,49,34,29,18,4568
"G3101750","2016-2020","NE",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31175",,,"Valley County, Nebraska",4100,4004,3937,17,15,0,0,0,35,0,35,96,86,0,0,0,0,10,0,0,0,56205,"Valley County, Nebraska",87,86,87,19,21,10,10,10,23,10,23,24,28,10,10,10,10,12,10,10,10,6006
"G3101770","2016-2020","NE",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31177",,,"Washington County, Nebraska",20546,19949,19364,95,0,68,34,9,379,34,345,597,417,34,0,0,0,122,24,24,0,71505,"Washington County, Nebraska",,,37,105,18,32,46,14,102,34,94,,79,53,18,18,18,64,34,34,18,5534
