GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMP3E001,AMP3E002,AMP3E003,AMP3E004,AMP3E005,AMP3E006,AMP3E007,AMP3E008,AMP3E009,AMP3E010,AMP3E011,AMP3E012,AMP3E013,AMP3E014,AMP3E015,AMP3E016,AMP3E017,AMP3E018,AMP3E019,AMP3E020,AMP3E021,AMR8E001,NAME_M,AMP3M001,AMP3M002,AMP3M003,AMP3M004,AMP3M005,AMP3M006,AMP3M007,AMP3M008,AMP3M009,AMP3M010,AMP3M011,AMP3M012,AMP3M013,AMP3M014,AMP3M015,AMP3M016,AMP3M017,AMP3M018,AMP3M019,AMP3M020,AMP3M021,AMR8M001
"G1303070","2016-2020","GA",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13307",,,"Webster County, Georgia",2587,2265,1372,850,8,0,0,0,35,0,35,322,41,0,0,0,0,281,0,0,0,31629,"Webster County, Georgia",,216,228,242,13,14,14,14,34,14,34,216,55,14,14,14,14,220,14,14,14,10518
"G1303090","2016-2020","GA",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13309",,,"Wheeler County, Georgia",7897,7500,4408,3073,0,0,0,0,19,5,14,397,392,0,0,0,0,5,0,0,0,28864,"Wheeler County, Georgia",,226,20,230,20,20,20,20,31,9,28,226,226,20,20,20,20,10,20,20,20,11145
"G1303110","2016-2020","GA",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13311",,,"White County, Georgia",29962,28983,27651,735,151,181,1,0,264,0,264,979,560,0,33,0,0,191,195,195,0,55788,"White County, Georgia",,,26,71,127,24,2,26,153,26,153,,212,26,49,26,26,161,200,200,26,5409
"G1303130","2016-2020","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13313",,,"Whitfield County, Georgia",104122,67170,60444,3512,153,1449,3,67,1542,33,1509,36952,29127,93,869,19,15,4286,2543,2279,264,50055,"Whitfield County, Georgia",,,62,284,143,184,4,78,382,40,385,,1563,115,745,33,25,1083,939,904,180,2738
"G1303150","2016-2020","GA",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13315",,,"Wilcox County, Georgia",8701,8287,5117,3095,9,0,1,11,54,7,47,414,392,0,0,0,0,15,7,7,0,39216,"Wilcox County, Georgia",,,12,22,18,20,2,13,35,12,30,,33,20,20,20,20,32,12,12,20,4188
"G1303170","2016-2020","GA",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13317",,,"Wilkes County, Georgia",9797,9288,5019,4104,8,0,0,0,157,0,157,509,208,0,0,0,0,298,3,3,0,36486,"Wilkes County, Georgia",,,20,146,15,20,20,20,145,20,145,,188,20,20,20,20,189,5,5,20,3773
"G1303190","2016-2020","GA",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13319",,,"Wilkinson County, Georgia",8945,8683,5068,3492,7,0,3,0,113,2,111,262,222,0,1,0,0,39,0,0,0,36896,"Wilkinson County, Georgia",,,5,80,7,20,8,20,80,5,79,,42,20,3,20,20,42,20,20,20,5761
"G1303210","2016-2020","GA",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13321",,,"Worth County, Georgia",20346,19892,13651,5724,56,178,7,72,204,11,193,454,265,0,9,0,0,25,155,155,0,50913,"Worth County, Georgia",,,97,138,37,4,10,95,140,17,139,,170,26,17,26,26,38,179,179,26,3893
"G1500010","2016-2020","HI",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15001",,,"Hawaii County, Hawaii",201350,174771,60094,1214,200,44141,22141,459,46522,191,46331,26579,5737,87,609,1509,2032,3693,12912,939,11973,65401,"Hawaii County, Hawaii",,,203,185,86,1649,1107,196,2001,128,1990,,836,75,385,469,513,881,952,277,944,1919
"G1500030","2016-2020","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15003",,,"Honolulu County, Hawaii",979682,881260,175756,22604,1342,408316,90905,1379,180958,1616,179342,98422,22147,1444,566,9000,7037,10696,47532,7135,40397,87722,"Honolulu County, Hawaii",,,254,822,255,3156,1606,339,3468,361,3494,,1300,398,184,988,1078,956,1769,963,1791,1252
"G1500050","2016-2020","HI",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15005",,,"Kalawao County, Hawaii",436,434,57,3,77,15,271,0,11,0,11,2,1,0,0,0,0,0,1,0,1,76465,"Kalawao County, Hawaii",184,185,45,4,55,12,168,12,7,12,7,4,2,12,12,12,12,12,4,12,4,585
"G1500070","2016-2020","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15007",,,"Kauai County, Hawaii",71949,63768,21036,327,224,22283,5835,103,13960,70,13890,8181,1813,22,110,1018,731,533,3954,683,3271,82818,"Kauai County, Hawaii",,,58,122,100,859,344,85,1034,43,1028,,384,28,61,283,261,222,448,349,440,4855
"G1500090","2016-2020","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15009",,,"Maui County, Hawaii",166657,147275,49417,982,257,47370,17894,598,30757,475,30282,19382,6865,34,123,867,852,2330,8311,1989,6322,84363,"Maui County, Hawaii",184,184,292,168,101,1556,602,290,1694,300,1665,6,872,41,79,235,233,693,860,521,864,2227
"G1600010","2016-2020","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16001",,,"Ada County, Idaho",469473,429947,395230,5342,2126,11827,730,735,13957,875,13082,39526,24389,634,568,248,194,6796,6697,4215,2482,69952,"Ada County, Idaho",,,550,651,298,920,136,345,1269,431,1258,,1383,309,333,184,159,1013,1188,957,768,1549
"G1600030","2016-2020","ID",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16003",,,"Adams County, Idaho",4200,4042,3852,14,49,0,17,0,110,0,110,158,153,0,0,0,0,5,0,0,0,50309,"Adams County, Idaho",,,12,21,45,12,32,12,51,12,51,,10,12,12,12,12,10,12,12,12,3186
"G1600050","2016-2020","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16005",,,"Bannock County, Idaho",86742,79035,71994,496,1884,1632,79,199,2751,277,2474,7707,4355,79,370,106,37,1805,955,645,310,51977,"Bannock County, Idaho",,,222,88,238,179,71,128,311,194,301,,558,79,244,84,40,381,323,274,210,2046
"G1600070","2016-2020","ID",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16007",,,"Bear Lake County, Idaho",6054,5793,5615,18,9,29,0,29,93,0,93,261,95,0,43,0,0,65,58,58,0,52829,"Bear Lake County, Idaho",,,46,26,16,32,17,46,57,17,57,,50,17,41,17,17,64,44,44,17,3650
"G1600090","2016-2020","ID",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16009",,,"Benewah County, Idaho",9231,8866,7808,36,668,21,65,15,253,7,246,365,155,0,155,0,0,1,54,32,22,47983,"Benewah County, Idaho",,,11,23,55,22,35,13,59,9,58,,64,17,66,17,17,3,39,34,22,2962
"G1600110","2016-2020","ID",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16011",,,"Bingham County, Idaho",46246,37845,34129,89,2324,187,36,32,1048,26,1022,8401,3529,13,617,0,4,3346,892,746,146,58260,"Bingham County, Idaho",,,51,57,260,105,40,37,277,38,276,,612,20,326,26,6,502,327,299,156,2673
"G1600130","2016-2020","ID",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16013",,,"Blaine County, Idaho",22729,17519,16820,137,212,74,22,0,254,59,195,5210,3698,4,0,43,30,665,770,749,21,64627,"Blaine County, Idaho",,,66,127,234,74,38,23,142,66,111,,371,8,23,62,59,481,465,467,22,4953
"G1600150","2016-2020","ID",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16015",,,"Boise County, Idaho",7625,7252,6865,24,39,91,0,18,215,19,196,373,283,0,1,0,9,30,50,48,2,51760,"Boise County, Idaho",,,27,30,39,23,17,25,60,24,55,,58,17,3,17,14,29,52,52,6,7210
"G1600170","2016-2020","ID",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16017",,,"Bonner County, Idaho",44688,43205,41309,103,456,298,33,19,987,185,802,1483,659,18,11,0,0,273,522,91,431,51594,"Bonner County, Idaho",,,181,74,164,99,34,26,254,180,196,,166,26,21,26,26,154,108,61,117,3114
"G1600190","2016-2020","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16019",,,"Bonneville County, Idaho",116970,101427,96597,432,632,986,139,181,2460,118,2342,15543,7306,110,139,94,0,6452,1442,1206,236,61435,"Bonneville County, Idaho",,,214,167,140,165,94,140,299,152,281,,812,125,86,65,29,790,454,428,155,1525
"G1600210","2016-2020","ID",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16021",,,"Boundary County, Idaho",12156,11532,10895,36,150,139,81,15,216,28,188,624,474,0,5,18,0,83,44,0,44,45319,"Boundary County, Idaho",,,63,29,54,16,50,23,72,41,59,,106,19,8,30,19,87,56,19,56,5784
"G1600230","2016-2020","ID",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16023",,,"Butte County, Idaho",2603,2501,2489,3,0,0,0,0,9,9,0,102,101,0,0,0,0,0,1,1,0,37404,"Butte County, Idaho",,75,76,4,12,12,12,12,13,13,12,75,75,12,12,12,12,12,2,2,12,14947
"G1600250","2016-2020","ID",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16025",,,"Camas County, Idaho",1069,1041,1011,0,0,0,0,0,30,27,3,28,28,0,0,0,0,0,0,0,0,36908,"Camas County, Idaho",143,143,142,12,12,12,12,12,39,39,5,39,39,12,12,12,12,12,12,12,12,9351
"G1600270","2016-2020","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16027",,,"Canyon County, Idaho",223890,167139,156398,775,1394,1799,621,269,5883,918,4965,56751,24132,14,811,50,168,25384,6192,5386,806,56916,"Canyon County, Idaho",,,823,364,320,209,133,214,994,780,552,,2396,16,366,62,211,2375,1205,1187,344,1858
"G1600290","2016-2020","ID",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16029",,,"Caribou County, Idaho",7028,6582,6414,0,10,4,0,0,154,0,154,446,178,0,8,0,0,258,2,2,0,58099,"Caribou County, Idaho",,,17,17,17,10,17,17,20,17,20,,77,17,13,17,17,77,5,5,17,4380
"G1600310","2016-2020","ID",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16031",,,"Cassia County, Idaho",23847,17328,16352,50,211,171,7,60,477,236,241,6519,4922,0,29,0,13,959,596,554,42,52256,"Cassia County, Idaho",,,208,51,108,64,9,76,230,208,118,,357,23,34,23,21,356,278,248,56,2652
"G1600330","2016-2020","ID",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16033",,,"Clark County, Idaho",885,538,489,8,41,0,0,0,0,0,0,347,260,0,0,0,0,87,0,0,0,36429,"Clark County, Idaho",143,121,110,13,50,12,12,12,12,12,12,116,102,12,12,12,12,72,12,12,12,11406
"G1600350","2016-2020","ID",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16035",,,"Clearwater County, Idaho",8735,8366,7860,39,198,54,23,0,192,8,184,369,251,0,0,0,0,58,60,59,1,42413,"Clearwater County, Idaho",,,9,28,70,16,20,17,65,9,64,,52,17,17,17,17,40,37,37,4,6304
"G1600370","2016-2020","ID",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16037",,,"Custer County, Idaho",4193,3894,3571,6,20,3,0,0,294,42,252,299,58,0,3,0,0,63,175,80,95,44757,"Custer County, Idaho",,100,126,6,21,5,12,12,85,65,56,100,48,12,7,12,12,57,93,84,79,9055
"G1600390","2016-2020","ID",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16039",,,"Elmore County, Idaho",27043,22347,19474,679,377,748,167,28,874,139,735,4696,2984,56,218,24,17,676,721,464,257,45656,"Elmore County, Idaho",,,113,104,90,120,166,28,198,110,198,,340,70,183,33,18,277,180,131,158,2570
"G1600410","2016-2020","ID",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16041",,,"Franklin County, Idaho",13736,12809,12406,16,57,15,2,97,216,9,207,927,507,0,54,0,0,219,147,62,85,59934,"Franklin County, Idaho",,,136,27,41,21,6,132,50,20,54,,169,19,54,19,19,102,109,69,93,6190
"G1600430","2016-2020","ID",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16043",,,"Fremont County, Idaho",13111,11511,11167,29,18,21,73,0,203,0,203,1600,1173,2,9,0,0,230,186,156,30,56825,"Fremont County, Idaho",,,19,23,21,22,91,19,86,19,86,,176,4,13,19,19,123,134,131,29,4702
"G1600450","2016-2020","ID",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16045",,,"Gem County, Idaho",17771,16245,15494,15,161,99,0,41,435,20,415,1526,211,0,0,0,0,936,379,139,240,53720,"Gem County, Idaho",,,74,19,75,46,19,67,102,30,93,,166,19,19,19,19,316,281,135,190,4750
"G1600470","2016-2020","ID",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16047",,,"Gooding County, Idaho",15280,10790,10304,5,84,140,27,12,218,0,218,4490,3345,0,36,0,2,353,754,730,24,50057,"Gooding County, Idaho",,,19,6,67,106,33,19,105,19,105,,299,19,39,19,5,232,260,259,30,8237
"G1600490","2016-2020","ID",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16049",,,"Idaho County, Idaho",16511,15943,14995,34,595,88,4,2,225,12,213,568,382,0,10,0,0,97,79,57,22,44951,"Idaho County, Idaho",,,4,27,87,41,6,4,86,22,86,,85,19,15,19,19,75,42,32,24,3402
"G1600510","2016-2020","ID",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16051",,,"Jefferson County, Idaho",29238,26161,25327,4,343,144,5,16,322,21,301,3077,1024,0,9,0,0,1527,517,505,12,65577,"Jefferson County, Idaho",,,34,8,125,73,10,20,153,27,155,,485,23,10,23,23,378,353,351,19,3698
"G1600530","2016-2020","ID",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16053",,,"Jerome County, Idaho",24074,15243,14640,33,45,39,142,8,336,24,312,8831,6674,8,99,145,0,983,922,878,44,55521,"Jerome County, Idaho",,,45,64,47,41,125,16,137,41,136,,474,14,98,152,23,469,454,455,46,3380
"G1600550","2016-2020","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16055",,,"Kootenai County, Idaho",161676,153900,144254,568,1839,1274,144,856,4965,1214,3751,7776,4698,37,226,68,17,813,1917,1431,486,60903,"Kootenai County, Idaho",,,1001,171,267,207,119,684,862,767,395,,611,56,150,64,24,304,422,454,259,2525
"G1600570","2016-2020","ID",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16057",,,"Latah County, Idaho",40052,38275,35093,482,410,849,24,34,1383,400,983,1777,1375,3,88,16,4,166,125,50,75,51312,"Latah County, Idaho",,,229,70,77,167,20,29,320,230,202,,191,6,93,22,11,94,111,59,79,2506
"G1600590","2016-2020","ID",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16059",,,"Lemhi County, Idaho",7929,7665,7408,2,15,0,2,0,238,0,238,264,26,0,21,8,0,93,116,82,34,38819,"Lemhi County, Idaho",,,17,3,25,17,6,17,25,17,25,,29,17,40,15,17,64,66,63,48,4174
"G1600610","2016-2020","ID",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16061",,,"Lewis County, Idaho",3850,3665,3151,21,271,49,1,65,107,16,91,185,66,0,7,0,0,47,65,62,3,42370,"Lewis County, Idaho",,,54,26,44,15,2,51,39,19,36,,32,12,10,12,12,42,47,47,4,3999
"G1600630","2016-2020","ID",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16063",,,"Lincoln County, Idaho",5342,3689,3510,0,33,30,0,0,116,8,108,1653,1221,0,0,0,0,156,276,264,12,52363,"Lincoln County, Idaho",,,13,17,21,26,17,17,25,13,20,,162,17,17,17,17,86,132,132,9,3188
"G1600650","2016-2020","ID",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16065",,,"Madison County, Idaho",39725,36659,35023,100,59,579,68,64,766,0,766,3066,1474,0,8,0,33,934,617,379,238,44419,"Madison County, Idaho",,,97,110,65,118,51,97,184,26,184,,405,26,13,26,53,241,268,228,198,4005
"G1600670","2016-2020","ID",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16067",,,"Minidoka County, Idaho",20817,13486,12856,29,172,79,0,0,350,91,259,7331,5690,0,3,0,35,812,791,790,1,53011,"Minidoka County, Idaho",,,74,39,97,63,23,23,95,74,77,,437,23,5,23,38,315,390,390,4,2954
"G1600690","2016-2020","ID",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16069",,,"Nez Perce County, Idaho",40468,38747,35052,23,2332,329,25,58,928,35,893,1721,1233,0,62,25,0,146,255,212,43,57099,"Nez Perce County, Idaho",,,70,27,185,72,28,60,203,43,196,,183,26,35,39,26,88,138,132,33,4933
"G1600710","2016-2020","ID",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16071",,,"Oneida County, Idaho",4429,4234,4104,4,17,0,0,33,76,0,76,195,195,0,0,0,0,0,0,0,0,54484,"Oneida County, Idaho",,,41,7,20,12,12,41,19,12,19,,12,12,12,12,12,12,12,12,12,8761
"G1600730","2016-2020","ID",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16073",,,"Owyhee County, Idaho",11724,8674,8066,63,267,16,0,0,262,0,262,3050,1032,0,54,0,0,1557,407,388,19,48601,"Owyhee County, Idaho",,,19,53,83,17,19,19,61,19,61,,296,19,45,19,19,298,172,168,26,7189
"G1600750","2016-2020","ID",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16075",,,"Payette County, Idaho",23705,19560,18330,14,90,170,10,151,795,66,729,4145,1814,0,53,44,0,1571,663,596,67,52788,"Payette County, Idaho",,,203,25,77,98,18,142,154,75,128,,449,23,52,48,23,474,308,301,58,4101
"G1600770","2016-2020","ID",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16077",,,"Power County, Idaho",7635,5039,4682,2,309,0,0,0,46,0,46,2596,1414,0,182,0,0,848,152,152,0,51014,"Power County, Idaho",,,3,3,62,17,17,17,63,17,63,,570,17,320,17,17,426,194,194,17,8845
"G1600790","2016-2020","ID",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16079",,,"Shoshone County, Idaho",12700,12231,11574,110,327,0,17,2,201,10,191,469,246,0,14,2,0,31,176,57,119,40483,"Shoshone County, Idaho",,,13,67,111,19,35,4,86,12,85,,79,19,18,6,19,29,74,57,79,3694
"G1600810","2016-2020","ID",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16081",,,"Teton County, Idaho",11776,9840,9549,0,114,0,0,0,177,0,177,1936,1044,0,0,0,0,626,266,266,0,73274,"Teton County, Idaho",,,111,19,118,19,19,19,106,19,106,,319,19,19,19,19,273,194,194,19,8027
"G1600830","2016-2020","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16083",,,"Twin Falls County, Idaho",86198,71854,66949,703,408,1586,21,187,2000,607,1393,14344,9408,0,250,0,0,2750,1936,1749,187,53363,"Twin Falls County, Idaho",,,562,150,155,220,30,247,563,502,302,,786,29,221,29,29,757,498,505,109,2342
"G1600850","2016-2020","ID",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16085",,,"Valley County, Idaho",11085,10565,10424,9,44,4,0,9,75,0,75,520,450,0,0,7,0,38,25,1,24,63115,"Valley County, Idaho",,,77,10,58,8,19,14,60,19,60,,120,19,19,15,19,70,61,2,61,10879
"G1600870","2016-2020","ID",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16087",,,"Washington County, Idaho",10128,8416,7999,5,56,29,26,0,301,18,283,1712,738,0,0,0,0,878,96,93,3,42126,"Washington County, Idaho",,,27,7,44,25,56,19,75,27,71,,272,19,19,19,19,292,77,76,6,4048
"G1700010","2016-2020","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17001",,,"Adams County, Illinois",65670,64591,59988,2641,112,483,9,78,1280,142,1138,1079,734,57,8,0,0,135,145,113,32,55052,"Adams County, Illinois",,,95,250,73,120,15,76,273,87,259,,113,69,12,28,28,60,69,59,37,2005
"G1700030","2016-2020","IL",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17003",,,"Alexander County, Illinois",6011,5949,3769,2107,6,2,0,0,65,23,42,62,34,0,0,0,28,0,0,0,0,34709,"Alexander County, Illinois",,53,30,59,9,3,17,17,46,30,32,53,37,17,17,17,39,17,17,17,17,4890
"G1700050","2016-2020","IL",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17005",,,"Bond County, Illinois",16520,15927,14471,1106,229,52,0,20,49,0,49,593,462,18,12,0,0,31,70,39,31,53568,"Bond County, Illinois",,,25,116,91,61,19,25,51,19,51,,79,28,19,19,19,25,51,40,42,4789
"G1700070","2016-2020","IL",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17007",,,"Boone County, Illinois",53293,41468,38646,1319,81,530,0,0,892,29,863,11825,6952,147,12,0,0,3695,1019,860,159,70396,"Boone County, Illinois",,,51,198,115,90,28,28,283,51,268,,782,132,23,28,28,1027,396,369,179,3864
"G1700090","2016-2020","IL",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17009",,,"Brown County, Illinois",6599,6158,4874,1184,35,0,0,0,65,11,54,441,271,15,7,0,0,117,31,31,0,60694,"Brown County, Illinois",,,17,240,91,17,17,17,151,12,151,,84,19,13,17,17,73,40,40,17,8550
"G1700110","2016-2020","IL",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17011",,,"Bureau County, Illinois",32878,29811,28659,262,76,256,3,35,520,97,423,3067,1885,0,3,3,0,895,281,248,33,55549,"Bureau County, Illinois",,,84,82,30,56,4,38,120,75,97,,217,25,5,4,25,220,140,139,22,2812
"G1700130","2016-2020","IL",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17013",,,"Calhoun County, Illinois",4782,4721,4601,29,15,52,0,0,24,2,22,61,33,0,0,0,0,2,26,21,5,66602,"Calhoun County, Illinois",,,64,32,19,50,12,12,27,3,27,,26,12,12,12,12,3,25,24,11,8219
"G1700150","2016-2020","IL",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17015",,,"Carroll County, Illinois",14398,13852,13380,300,7,71,0,17,77,3,74,546,357,4,0,0,0,43,142,103,39,52813,"Carroll County, Illinois",,,25,105,7,42,19,25,76,4,75,,84,6,19,19,19,36,85,76,43,3815
"G1700170","2016-2020","IL",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17017",,,"Cass County, Illinois",12324,9956,9230,464,23,9,72,10,148,6,142,2368,1644,54,0,0,0,487,183,183,0,53899,"Cass County, Illinois",,,15,123,18,12,126,13,58,8,57,,197,51,19,19,19,199,155,155,19,2513
"G1700190","2016-2020","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17019",,,"Champaign County, Illinois",210006,197236,139664,27967,203,22757,56,346,6243,555,5688,12770,8939,269,70,112,34,1540,1806,1493,313,53936,"Champaign County, Illinois",,,345,642,106,421,48,164,780,320,742,,574,130,67,97,34,412,361,349,149,1422
"G1700210","2016-2020","IL",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17021",,,"Christian County, Illinois",32705,32177,31048,504,70,225,88,0,242,0,242,528,485,0,0,3,8,2,30,15,15,52120,"Christian County, Illinois",,,25,129,57,68,114,25,117,25,117,,44,25,25,5,17,5,31,15,26,2169
"G1700230","2016-2020","IL",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17023",,,"Clark County, Illinois",15602,15357,15069,83,9,9,0,0,187,0,187,245,64,0,5,42,0,62,72,72,0,59481,"Clark County, Illinois",,,19,54,16,17,19,19,56,19,56,,59,19,7,51,19,48,66,66,19,4552
"G1700250","2016-2020","IL",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17025",,,"Clay County, Illinois",13217,13184,12687,58,33,72,0,0,334,0,334,33,30,0,0,0,0,3,0,0,0,52167,"Clay County, Illinois",,30,19,39,23,71,19,19,91,19,91,30,28,19,19,19,19,6,19,19,19,4104
